,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement,char_count,word_count,tokens,doc_prep,doc_prep_nostop,lemmatize
193,487,Mon Feb 27 21:43:00 +00:00 2023,"Abomination programmÈe demain ‡ #Jarnac en prÈsence du #Macron poudrÈ de service! """"#SauverLesEnfants #Gardasil #ARNm #Macron #FranceOccupÈe #Macronistan #PÈdoland #GÈnocide",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Jarnac,#Macron,#SauverLesEnfants,#Gardasil,#ARNm,#Macron,#FranceOccupÈe,#Macronistan,#PÈdoland,#GÈnocide,,,,,,,,,,,,,,,1.6303226944272302e+18,,,,,https://twitter.com/mat4coins/status/1630322694427230212,False,b14e1ad0,fr,1,173,20,"['Abomination', 'programmÈe', 'demain', '‡', '#', 'Jarnac', 'en', 'prÈsence', 'du', '#', 'Macron', 'poudrÈ', 'de', 'service', '!', '``', '``', '#', 'SauverLesEnfants', '#', 'Gardasil', '#', 'ARNm', '#', 'Macron', '#', 'FranceOccupÈe', '#', 'Macronistan', '#', 'PÈdoland', '#', 'GÈnocide']","['abomination', 'programmèe', 'demain', 'jarnac', 'prèsence', 'macron', 'poudrè', 'service', 'sauverlesenfants', 'gardasil', 'arnm', 'macron', 'franceoccupèe', 'macronistan', 'pèdoland', 'gènocide']","['abomination', 'programmèe', 'demain', 'jarnac', 'prèsence', 'macron', 'poudrè', 'service', 'sauverlesenfants', 'gardasil', 'arnm', 'macron', 'franceoccupèe', 'macronistan', 'pèdoland', 'gènocide']","['abomination', 'programmè', 'demain', 'jarnac', 'prèsence', 'macron', 'poudrè', 'service', 'sauverlesenfant', 'gardasil', 'arnm', 'macron', 'franceoccupèe', 'macronistan', 'pèdoland', 'gènocide']"
194,488,Fri Mar 03 22:06:00 +00:00 2023,"Le  #Gardasil coute 115,84Ä""10 fois le prix d un vaccin hÈpatite B ou anti grippal9 fois un DTP ou Coqueluche 4 fois un BCGPour vax les 6M de 15/24ans cela reprÈsenterait un co˚t de 700M pour les finances publique hors acte de vaccination.""Pour quel bÈnÈfice ?",77,,,,,,,,,,,,,,,,,0,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6317780522239754e+18,,,,,https://twitter.com/CaptainMedical/status/1631778052223975427,False,30d7f167,fr,122,260,46,"['Le', '#', 'Gardasil', 'coute', '115,84Ä', ""''"", '10', 'fois', 'le', 'prix', 'd', 'un', 'vaccin', 'hÈpatite', 'B', 'ou', 'anti', 'grippal9', 'fois', 'un', 'DTP', 'ou', 'Coqueluche', '4', 'fois', 'un', 'BCGPour', 'vax', 'les', '6M', 'de', '15/24ans', 'cela', 'reprÈsenterait', 'un', 'co˚t', 'de', '700M', 'pour', 'les', 'finances', 'publique', 'hors', 'acte', 'de', 'vaccination', '.', '``', 'Pour', 'quel', 'bÈnÈfice', '?']","['gardasil', 'coute', 'fois', 'prix', 'vaccin', 'hèpatite', 'anti', 'fois', 'dtp', 'coqueluche', 'fois', 'bcgpour', 'vax', 'les', 'cela', 'reprèsenterait', 'pour', 'les', 'finances', 'publique', 'hors', 'acte', 'vaccination', 'pour', 'quel', 'bènèfice']","['gardasil', 'coute', 'fois', 'prix', 'vaccin', 'hèpatite', 'anti', 'fois', 'dtp', 'coqueluche', 'fois', 'bcgpour', 'vax', 'cela', 'reprèsenterait', 'finances', 'publique', 'hors', 'acte', 'vaccination', 'quel', 'bènèfice']","['gardasil', 'coute', 'fois', 'prix', 'vaccin', 'hèpatite', 'anti', 'fois', 'dtp', 'coqueluch', 'fois', 'bcgpour', 'va', 'celer', 'reprèsenterer', 'finance', 'public', 'hors', 'acte', 'vaccination', 'quel', 'bènèfice']"
195,491,Wed Dec 21 18:37:00 +00:00 2022,"#France #Paris #Gardasil #HPV #Merck ""Pour avoir un avis sur la #Vaccination contre le cancer du col de l'utÈrus ce n'est pas ‡ #Macron qu'il faut Ècouter mais ‡ la spÈcialiste Diane Harper.""??Si #Macron l'oblige pour les enfants c'est tentative de meurtre avec prÈmÈditation??",249,,,,,,,,,,,,,,,,,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,#France,#Paris,#Gardasil,#HPV,#Merck,#Vaccination,#Macron,#Macron,,,,,,,,,,,,,,,,,1.605633590779314e+18,,,,,https://twitter.com/aileastick1/status/1605633590779314193,True,27e2db75,fr,488,277,44,"['#', 'France', '#', 'Paris', '#', 'Gardasil', '#', 'HPV', '#', 'Merck', '``', 'Pour', 'avoir', 'un', 'avis', 'sur', 'la', '#', 'Vaccination', 'contre', 'le', 'cancer', 'du', 'col', 'de', ""l'utÈrus"", 'ce', ""n'est"", 'pas', '‡', '#', 'Macron', ""qu'il"", 'faut', 'Ècouter', 'mais', '‡', 'la', 'spÈcialiste', 'Diane', 'Harper.', ""''"", '?', '?', 'Si', '#', 'Macron', ""l'oblige"", 'pour', 'les', 'enfants', ""c'est"", 'tentative', 'de', 'meurtre', 'avec', 'prÈmÈditation', '?', '?']","['france', 'paris', 'gardasil', 'hpv', 'merck', 'pour', 'avoir', 'avis', 'sur', 'vaccination', 'contre', 'cancer', 'col', 'pas', 'macron', 'faut', 'ècouter', 'mais', 'spècialiste', 'diane', 'macron', 'pour', 'les', 'enfants', 'tentative', 'meurtre', 'avec', 'prèmèditation']","['france', 'paris', 'gardasil', 'hpv', 'merck', 'avoir', 'avis', 'vaccination', 'contre', 'cancer', 'col', 'macron', 'faut', 'ècouter', 'spècialiste', 'diane', 'macron', 'enfants', 'tentative', 'meurtre', 'prèmèditation']","['france', 'pari', 'gardasil', 'hpv', 'merck', 'avoir', 'avis', 'vaccination', 'contre', 'cancer', 'col', 'macron', 'falloir', 'ècouter', 'spècialist', 'diane', 'macron', 'enfant', 'tentativ', 'meurtre', 'prèmèditation']"
196,494,Sat Jan 14 12:31:00 +00:00 2023,"J'adore les petits #rappels de vÈritÈs !""Histoire de compenser les #fakes des #merdias corrompus !??????Un exemple supplÈmentaire ????????????francesoir.fr/opinions-tribuÖ""#AFP ment effrontÈment sur le #Gardasil??",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#rappels,#fakes,#merdias,#AFP,#Gardasil??,,,,,,,,,,,,,,,,,,,,1.6142387456407142e+18,https://www.francesoir.fr/opinions-tribunes/gardasil-10-mensonges-dans-un-seul-article-d-afp-factuel,,,,https://twitter.com/Vally711/status/1614238745640714242,False,17aeea4b,fr,0,213,23,"[""J'adore"", 'les', 'petits', '#', 'rappels', 'de', 'vÈritÈs', '!', '``', 'Histoire', 'de', 'compenser', 'les', '#', 'fakes', 'des', '#', 'merdias', 'corrompus', '!', '?', '?', '?', '?', '?', '?', 'Un', 'exemple', 'supplÈmentaire', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'francesoir.fr/opinions-tribuÖ', ""''"", '#', 'AFP', 'ment', 'effrontÈment', 'sur', 'le', '#', 'Gardasil', '?', '?']","['les', 'petits', 'rappels', 'vèritès', 'histoire', 'compenser', 'les', 'fakes', 'des', 'merdias', 'corrompus', 'exemple', 'supplèmentaire', 'afp', 'ment', 'effrontèment', 'sur', 'gardasil']","['petits', 'rappels', 'vèritès', 'histoire', 'compenser', 'fakes', 'merdias', 'corrompus', 'exemple', 'supplèmentaire', 'afp', 'ment', 'effrontèment', 'gardasil']","['petit', 'rappel', 'vèritè', 'histoire', 'compenser', 'fake', 'merdia', 'corrompu', 'exemple', 'supplèmentair', 'afp', 'mentir', 'effrontèmer', 'gardasil']"
197,495,Mon Feb 27 21:39:00 +00:00 2023,#Jarnac #macron #MACRONleTRAITRE #MacronDestitution #Papillomavirus #gardasil,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Jarnac,#macron,#MACRONleTRAITRE,#MacronDestitution,#Papillomavirus,#gardasil,,,,,,,,,,,,,,,,,,,1.6303216698342564e+18,,,,,https://twitter.com/Pureblood19842/status/1630321669834256388,False,14cf8e41,fr,1,77,6,"['#', 'Jarnac', '#', 'macron', '#', 'MACRONleTRAITRE', '#', 'MacronDestitution', '#', 'Papillomavirus', '#', 'gardasil']","['jarnac', 'macron', 'macronletraitre', 'macrondestitution', 'papillomavirus', 'gardasil']","['jarnac', 'macron', 'macronletraitre', 'macrondestitution', 'papillomavirus', 'gardasil']","['jarnac', 'macron', 'macronletraitre', 'macrondestitution', 'papillomavirus', 'gardasil']"
198,496,Sat Mar 11 09:19:00 +00:00 2023,Le Macaron est un criminel coupable du pire crime: celui d'affecter volontairement la santÈ des enfants #Gardasil #effetssecondaires,15,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,#Gardasil,#effetssecondaires,,,,,,,,,,,,,,,,,,,,,,,1.6344840531171164e+18,,,,,https://twitter.com/CerebroOnAir/status/1634484053117116424,False,af9119e0,fr,24,132,18,"['Le', 'Macaron', 'est', 'un', 'criminel', 'coupable', 'du', 'pire', 'crime', ':', 'celui', ""d'affecter"", 'volontairement', 'la', 'santÈ', 'des', 'enfants', '#', 'Gardasil', '#', 'effetssecondaires']","['macaron', 'est', 'criminel', 'coupable', 'pire', 'crime', 'celui', 'volontairement', 'santè', 'des', 'enfants', 'gardasil', 'effetssecondaires']","['macaron', 'criminel', 'coupable', 'pire', 'crime', 'celui', 'volontairement', 'santè', 'enfants', 'gardasil', 'effetssecondaires']","['macaron', 'criminel', 'coupable', 'pire', 'crim', 'celui', 'volontairement', 'santè', 'enfant', 'gardasil', 'effetssecondaire']"
199,498,Fri Mar 03 21:53:00 +00:00 2023,"#Gardasil""Le cancer en ???? cíest:35000 DC liÈs au tabac 40000 a la mal bouffe 28000 ‡ l alcool 10000 liÈ ‡ la pollution Ö. 1000 au HPVElle est o˘ la prioritÈ de santÈ publique ?""La santÈ publique cíest pas díenrichir les labo.",256,,,,,,,,,,,,,,,,,0,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6317749285622702e+18,,,,,https://twitter.com/CaptainMedical/status/1631774928562270208,False,30d7f167,fr,392,227,42,"['#', 'Gardasil', ""''"", 'Le', 'cancer', 'en', '?', '?', '?', '?', 'cíest:35000', 'DC', 'liÈs', 'au', 'tabac', '40000', 'a', 'la', 'mal', 'bouffe', '28000', '‡', 'l', 'alcool', '10000', 'liÈ', '‡', 'la', 'pollution', 'Ö', '.', '1000', 'au', 'HPVElle', 'est', 'o˘', 'la', 'prioritÈ', 'de', 'santÈ', 'publique', '?', '``', 'La', 'santÈ', 'publique', 'cíest', 'pas', 'díenrichir', 'les', 'labo', '.']","['gardasil', 'cancer', 'liès', 'tabac', 'mal', 'bouffe', 'alcool', 'liè', 'pollution', 'hpvelle', 'est', 'prioritè', 'santè', 'publique', 'santè', 'publique', 'cíest', 'pas', 'díenrichir', 'les', 'labo']","['gardasil', 'cancer', 'liès', 'tabac', 'mal', 'bouffe', 'alcool', 'liè', 'pollution', 'hpvelle', 'prioritè', 'santè', 'publique', 'santè', 'publique', 'cíest', 'díenrichir', 'labo']","['gardasil', 'cancer', 'liès', 'tabac', 'mal', 'bouffe', 'alcool', 'liè', 'pollution', 'hpvell', 'prioritè', 'santè', 'public', 'santè', 'public', 'cíest', 'díenrichir', 'labo']"
200,499,Wed Mar 01 22:30:00 +00:00 2023,"ImbÈcile si au lieu de rÈpÈter les conneries de votre patron  #macron  vous apprendriez qu il existe des traitements contre les 200 sortes de #HPV et que le #gardasil n est efficace que sur 9 sortes et ces traitements guÈrissent de la maladie """"Retournez vous coucher",0,,,,,,,,,,,,,,,,,0,0,0,f96e38df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#macron,#HPV,#gardasil,,,,,,,,,,,,,,,,,,,,,,1.6310592840699617e+18,,,,,https://twitter.com/emmacalou/status/1631059284069961729,False,7f2aee42,fr,0,267,46,"['ImbÈcile', 'si', 'au', 'lieu', 'de', 'rÈpÈter', 'les', 'conneries', 'de', 'votre', 'patron', '#', 'macron', 'vous', 'apprendriez', 'qu', 'il', 'existe', 'des', 'traitements', 'contre', 'les', '200', 'sortes', 'de', '#', 'HPV', 'et', 'que', 'le', '#', 'gardasil', 'n', 'est', 'efficace', 'que', 'sur', '9', 'sortes', 'et', 'ces', 'traitements', 'guÈrissent', 'de', 'la', 'maladie', '``', ""''"", 'Retournez', 'vous', 'coucher']","['imbècile', 'lieu', 'rèpèter', 'les', 'conneries', 'votre', 'patron', 'macron', 'vous', 'apprendriez', 'existe', 'des', 'traitements', 'contre', 'les', 'sortes', 'hpv', 'que', 'gardasil', 'est', 'efficace', 'que', 'sur', 'sortes', 'ces', 'traitements', 'guèrissent', 'maladie', 'retournez', 'vous', 'coucher']","['imbècile', 'lieu', 'rèpèter', 'conneries', 'patron', 'macron', 'apprendriez', 'existe', 'traitements', 'contre', 'sortes', 'hpv', 'gardasil', 'efficace', 'sortes', 'traitements', 'guèrissent', 'maladie', 'retournez', 'coucher']","['imbècile', 'lieu', 'rèpèter', 'connerie', 'patron', 'macron', 'apprendriez', 'exister', 'traitement', 'contre', 'sorte', 'hpv', 'gardasil', 'efficace', 'sorte', 'traitement', 'guèrissent', 'maladie', 'retourner', 'coucher']"
201,507,Fri Mar 03 21:51:00 +00:00 2023,"Je ne suis pas trËs douÈ pour les supports visuels mais n'hÈsitez pas aussi pour l'aluminium prÈsent dans plusieurs vaccins. Il faut un moratoire, puis une loi interdisant l'usage de l'aluminium dans les vaccins??""cc: @chris_perronne @v_joron @f_philippot ""#Gardasil #aluminium??",3,75649b87,c725e1b8,380239dd,,,,,,,,,,,,,,0,0,0,a7587ab3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#aluminium??,,,,,,,,,,,,,,,,,,,,,,,1.6317743084386179e+18,,,,,https://twitter.com/science_md/status/1631774308438618112,False,d0aa7d83,fr,3,279,39,"['Je', 'ne', 'suis', 'pas', 'trËs', 'douÈ', 'pour', 'les', 'supports', 'visuels', 'mais', ""n'hÈsitez"", 'pas', 'aussi', 'pour', ""l'aluminium"", 'prÈsent', 'dans', 'plusieurs', 'vaccins', '.', 'Il', 'faut', 'un', 'moratoire', ',', 'puis', 'une', 'loi', 'interdisant', ""l'usage"", 'de', ""l'aluminium"", 'dans', 'les', 'vaccins', '?', '?', '``', 'cc', ':', '@', 'chris_perronne', '@', 'v_joron', '@', 'f_philippot', '``', '#', 'Gardasil', '#', 'aluminium', '?', '?']","['suis', 'pas', 'trës', 'douè', 'pour', 'les', 'supports', 'visuels', 'mais', 'pas', 'aussi', 'pour', 'prèsent', 'dans', 'plusieurs', 'vaccins', 'faut', 'moratoire', 'puis', 'une', 'loi', 'interdisant', 'dans', 'les', 'vaccins', 'gardasil', 'aluminium']","['trës', 'douè', 'supports', 'visuels', 'aussi', 'prèsent', 'plusieurs', 'vaccins', 'faut', 'moratoire', 'puis', 'loi', 'interdisant', 'vaccins', 'gardasil', 'aluminium']","['trës', 'douè', 'support', 'visuel', 'aussi', 'prèsent', 'plusieurs', 'vaccin', 'falloir', 'moratoire', 'pouvoir', 'loi', 'interdisant', 'vaccin', 'gardasil', 'aluminium']"
202,510,Wed Dec 21 11:41:00 +00:00 2022,"Ne vaccinez ni filles, ni garÁons par #Gardasil : un vaccin dangereux et inefficace contre le cancer #papillomavirus (Dr GÈrard DelÈpine, FranceSoir)""""francesoir.fr/opinions-tribuÖ",0,,,,,,,,,,,,,,,,,0,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,#Gardasil,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,1.605528954718167e+18,https://www.francesoir.fr/opinions-tribunes/ne-vaccinez-ni-filles-ni-garcons-par-gardasil-un-vaccin-dangereux-et-inefficace,,,,https://twitter.com/philippeherlin/status/1605528954718167040,True,7926d0b2,fr,694,180,22,"['Ne', 'vaccinez', 'ni', 'filles', ',', 'ni', 'garÁons', 'par', '#', 'Gardasil', ':', 'un', 'vaccin', 'dangereux', 'et', 'inefficace', 'contre', 'le', 'cancer', '#', 'papillomavirus', '(', 'Dr', 'GÈrard', 'DelÈpine', ',', 'FranceSoir', ')', ""''"", ""''"", 'francesoir.fr/opinions-tribuÖ']","['vaccinez', 'filles', 'garáons', 'par', 'gardasil', 'vaccin', 'dangereux', 'inefficace', 'contre', 'cancer', 'papillomavirus', 'gèrard', 'delèpine', 'francesoir']","['vaccinez', 'filles', 'garáons', 'gardasil', 'vaccin', 'dangereux', 'inefficace', 'contre', 'cancer', 'papillomavirus', 'gèrard', 'delèpine', 'francesoir']","['vaccinez', 'fille', 'garáon', 'gardasil', 'vaccin', 'dangereu', 'inefficace', 'contre', 'cancer', 'papillomavirus', 'gèrard', 'delèpine', 'francesoir']"
203,514,Mon Feb 27 20:04:00 +00:00 2023,"#Gardasil""#TÈmoignage#effetssecondaires  ""@AssociationPEC",2,a7587ab3,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#Gardasil,#TÈmoignage,#effetssecondaires,,,,,,,,,,,,,,,,,,,,,,1.6302978365195835e+18,,,,,https://twitter.com/JaneOfArc6/status/1630297836519583745,False,7086e2aa,fr,7,57,2,"['#', 'Gardasil', ""''"", '#', 'TÈmoignage', '#', 'effetssecondaires', '``', '@', 'AssociationPEC']","['gardasil', 'tèmoignage', 'effetssecondaires', 'associationpec']","['gardasil', 'tèmoignage', 'effetssecondaires', 'associationpec']","['gardasil', 'tèmoignage', 'effetssecondaire', 'associationpec']"
204,518,Sat Jan 14 00:00:00 +00:00 2023,#Gardasil : 10 #mensonges dans un seul #article de l'#AFP Factuel | #FranceSoir francesoir.fr/opinions-tribuÖ,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#mensonges,#article,#FranceSoir,,,,,,,,,,,,,,,,,,,,,1.6140497018205143e+18,https://www.francesoir.fr/opinions-tribunes/gardasil-10-mensonges-dans-un-seul-article-d-afp-factuel#.Y8HwXjybmVo.twitter,,,,https://twitter.com/ValKocher/status/1614049701820514305,False,2cf354e6,fr,0,109,14,"['#', 'Gardasil', ':', '10', '#', 'mensonges', 'dans', 'un', 'seul', '#', 'article', 'de', 'l', ""'"", '#', 'AFP', 'Factuel', '|', '#', 'FranceSoir', 'francesoir.fr/opinions-tribuÖ']","['gardasil', 'mensonges', 'dans', 'seul', 'article', 'afp', 'factuel', 'francesoir']","['gardasil', 'mensonges', 'seul', 'article', 'afp', 'factuel', 'francesoir']","['gardasil', 'mensonge', 'seul', 'article', 'afp', 'factuel', 'francesoir']"
205,521,Sat Mar 11 08:04:00 +00:00 2023,"uni, le peuple est invincible !†""#unilepeupleestinvinsible #antivax #antipass  #EffetsSecondairesvaccins19 #genocidehumain#genocidevaccins #MacronNousPrendPourDesCons #Macrondemission #MacronDEGAGE #antimondialistes #antigardasil""#gardasil",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#unilepeupleestinvinsible,#antivax,#antipass,#EffetsSecondairesvaccins19,#genocidehumain,#genocidevaccins,#MacronNousPrendPourDesCons,#Macrondemission,#MacronDEGAGE,#antimondialistes,#antigardasil,#gardasil,,,,,,,,,,,,,1.6344653150094868e+18,,,,,https://twitter.com/MaLo27406274/status/1634465315009486848,False,388434bd,fr,0,239,15,"['uni', ',', 'le', 'peuple', 'est', 'invincible', '!', '†', ""''"", '#', 'unilepeupleestinvinsible', '#', 'antivax', '#', 'antipass', '#', 'EffetsSecondairesvaccins19', '#', 'genocidehumain', '#', 'genocidevaccins', '#', 'MacronNousPrendPourDesCons', '#', 'Macrondemission', '#', 'MacronDEGAGE', '#', 'antimondialistes', '#', 'antigardasil', ""''"", '#', 'gardasil']","['uni', 'peuple', 'est', 'invincible', 'unilepeupleestinvinsible', 'antivax', 'antipass', 'genocidehumain', 'genocidevaccins', 'macronnousprendpourdescons', 'macrondemission', 'macrondegage', 'antimondialistes', 'antigardasil', 'gardasil']","['uni', 'peuple', 'invincible', 'unilepeupleestinvinsible', 'antivax', 'antipass', 'genocidehumain', 'genocidevaccins', 'macronnousprendpourdescons', 'macrondemission', 'macrondegage', 'antimondialistes', 'antigardasil', 'gardasil']","['uni', 'peuple', 'invincible', 'unilepeupleestinvinsibl', 'antiva', 'antipass', 'genocidehumain', 'genocidevaccin', 'macronnousprendpourdescon', 'macrondemission', 'macrondegage', 'antimondialiste', 'antigardasil', 'gardasil']"
206,525,Sat Feb 25 16:43:00 +00:00 2023,"?? Les chiffres prouvent que la vaccination anti HPV augmente le risque de cancer du col de l'utÈrus""@EmmanuelMacron @FrcsBraun @PapNdiaye @MartineWonner @DIVIZIO1 @alainhoupertQui assumera les risques ?""#ProtegeonsNosEnfants #Gardasil",133,e9406fca,252b0256,61dce985,303a46bd,c2d3ecfd,,,,,,,,,,,,0,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,#ProtegeonsNosEnfants,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.62952239377639e+18,,,,,https://twitter.com/AssociationPEC/status/1629522393776390146,False,a7587ab3,fr,259,235,28,"['?', '?', 'Les', 'chiffres', 'prouvent', 'que', 'la', 'vaccination', 'anti', 'HPV', 'augmente', 'le', 'risque', 'de', 'cancer', 'du', 'col', 'de', ""l'utÈrus"", ""''"", '@', 'EmmanuelMacron', '@', 'FrcsBraun', '@', 'PapNdiaye', '@', 'MartineWonner', '@', 'DIVIZIO1', '@', 'alainhoupertQui', 'assumera', 'les', 'risques', '?', '``', '#', 'ProtegeonsNosEnfants', '#', 'Gardasil']","['les', 'chiffres', 'prouvent', 'que', 'vaccination', 'anti', 'hpv', 'augmente', 'risque', 'cancer', 'col', 'emmanuelmacron', 'frcsbraun', 'papndiaye', 'martinewonner', 'alainhoupertqui', 'assumera', 'les', 'risques', 'protegeonsnosenfants', 'gardasil']","['chiffres', 'prouvent', 'vaccination', 'anti', 'hpv', 'augmente', 'risque', 'cancer', 'col', 'emmanuelmacron', 'frcsbraun', 'papndiaye', 'martinewonner', 'alainhoupertqui', 'assumera', 'risques', 'protegeonsnosenfants', 'gardasil']","['chiffre', 'prouver', 'vaccination', 'anti', 'hpv', 'augment', 'risque', 'cancer', 'col', 'emmanuelmacron', 'frcsbraun', 'papndiaye', 'martinewonner', 'alainhoupertqui', 'assumer', 'risque', 'protegeonsnosenfant', 'gardasil']"
207,526,Tue Mar 07 14:14:00 +00:00 2023,#Vaccin #Gardasil : neuf jeunes femmes portent #plainte contre X francetvinfo.fr/societe/vaccÖ,6,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#Vaccin,#Gardasil,#plainte,,,,,,,,,,,,,,,,,,,,,,1.6331088731658977e+18,https://www.francetvinfo.fr/societe/vaccin-gardasil-neuf-jeunes-femmes-portent-plainte-contre-x_485274.html,,,,https://twitter.com/Pressagrun/status/1633108873165897730,False,a4a7137d,fr,10,94,11,"['#', 'Vaccin', '#', 'Gardasil', ':', 'neuf', 'jeunes', 'femmes', 'portent', '#', 'plainte', 'contre', 'X', 'francetvinfo.fr/societe/vaccÖ']","['vaccin', 'gardasil', 'neuf', 'jeunes', 'femmes', 'portent', 'plainte', 'contre']","['vaccin', 'gardasil', 'neuf', 'jeunes', 'femmes', 'portent', 'plainte', 'contre']","['vaccin', 'gardasil', 'neuf', 'jeune', 'femme', 'porter', 'plainte', 'contre']"
208,527,Wed Mar 01 22:22:00 +00:00 2023,?? #Gardasil #MacronLaHonte Le monde est vraiment tout petit !! ?????????? ????,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#MacronLaHonte,,,,,,,,,,,,,,,,,,,,,,,1.6310573333368092e+18,,,,,https://twitter.com/HeleneDeCeTemps/status/1631057333336809472,False,91e315c2,fr,1,79,12,"['?', '?', '#', 'Gardasil', '#', 'MacronLaHonte', 'Le', 'monde', 'est', 'vraiment', 'tout', 'petit', '!', '!', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['gardasil', 'macronlahonte', 'monde', 'est', 'vraiment', 'tout', 'petit']","['gardasil', 'macronlahonte', 'monde', 'vraiment', 'tout', 'petit']","['gardasil', 'macronlahonte', 'monde', 'vraiment', 'tout', 'petit']"
