,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,url,user_is_verified,user_name,language,engagement,char_count,word_count,tokens,doc_prep,doc_prep_nostop,doc_lemmatized
112,335,Fri Mar 17 04:04:00 +00:00 2023,Maybe #COVID19 needed to happen in order for the Vaccine Lie to come out.  I was a believer in vaccines up until the #chickenpoxvax and #Gardasil for HPV.  That was  when it started steering to the left for me.,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#COVID19,#chickenpoxvax,#Gardasil,,,,,,,,,,,,,,,,,,,,,,1.6365791945064732e+18,,,,,https://twitter.com/angelinehuck/status/1636579194506473472,False,c9821ff5,en,0,210,39,"['Maybe', '#', 'COVID19', 'needed', 'to', 'happen', 'in', 'order', 'for', 'the', 'Vaccine', 'Lie', 'to', 'come', 'out', '.', 'I', 'was', 'a', 'believer', 'in', 'vaccines', 'up', 'until', 'the', '#', 'chickenpoxvax', 'and', '#', 'Gardasil', 'for', 'HPV', '.', 'That', 'was', 'when', 'it', 'started', 'steering', 'to', 'the', 'left', 'for', 'me', '.']","['maybe', 'needed', 'happen', 'order', 'for', 'the', 'vaccine', 'lie', 'come', 'out', 'was', 'believer', 'vaccines', 'until', 'the', 'chickenpoxvax', 'and', 'gardasil', 'for', 'hpv', 'that', 'was', 'when', 'started', 'steering', 'the', 'left', 'for']","['maybe', 'needed', 'happen', 'order', 'vaccine', 'lie', 'come', 'believer', 'vaccines', 'chickenpoxvax', 'gardasil', 'hpv', 'started', 'steering', 'left']","['maybe', 'need', 'happen', 'order', 'vaccine', 'lie', 'come', 'believer', 'vaccine', 'chickenpoxvax', 'gardasil', 'hpv', 'start', 'steer', 'leave']"
113,336,Fri Feb 03 00:08:00 +00:00 2023,"Gentleman Jackalope helped us discover HPV and its connection to cervical cancer! Read our blog inspired by the recent 99%invisible episode @99piorg"" [Art credit Anna Todaro] ""#HPV #cervicalcancer #jackalope #gardasil",0,4897926d,,,,,,,,,,,,,,,,0,0,0,29f3c19b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#cervicalcancer,#jackalope,#gardasil,,,,,,,,,,,,,,,,,,,,,1.6212996046952527e+18,,,,,https://twitter.com/GroundFloorPT/status/1621299604695252997,False,c4dc56a1,en,0,217,30,"['Gentleman', 'Jackalope', 'helped', 'us', 'discover', 'HPV', 'and', 'its', 'connection', 'to', 'cervical', 'cancer', '!', 'Read', 'our', 'blog', 'inspired', 'by', 'the', 'recent', '99', '%', 'invisible', 'episode', '@', '99piorg', ""''"", '[', 'Art', 'credit', 'Anna', 'Todaro', ']', '``', '#', 'HPV', '#', 'cervicalcancer', '#', 'jackalope', '#', 'gardasil']","['gentleman', 'jackalope', 'helped', 'discover', 'hpv', 'and', 'its', 'connection', 'cervical', 'cancer', 'read', 'our', 'blog', 'inspired', 'the', 'recent', 'invisible', 'episode', 'art', 'credit', 'anna', 'todaro', 'hpv', 'cervicalcancer', 'jackalope', 'gardasil']","['gentleman', 'jackalope', 'helped', 'discover', 'hpv', 'connection', 'cervical', 'cancer', 'read', 'blog', 'inspired', 'recent', 'invisible', 'episode', 'art', 'credit', 'anna', 'todaro', 'hpv', 'cervicalcancer', 'jackalope', 'gardasil']","['gentleman', 'jackalope', 'help', 'discover', 'hpv', 'connection', 'cervical', 'cancer', 'read', 'blog', 'inspire', 'recent', 'invisible', 'episode', 'art', 'credit', 'anna', 'todaro', 'hpv', 'cervicalcancer', 'jackalope', 'gardasil']"
114,338,Thu Apr 20 13:03:00 +00:00 2023,"#HPV is a serious disease that affects many Americans every year, however it is preventable with the Gardasil vaccine. Swipe to learn more!"" ""#publichealth #immunization #gardasil #vaccination #hpv",0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#publichealth,#immunization,#gardasil,#vaccination,#hpv,,,,,,,,,,,,,,,,,,,1.649036013145145e+18,,,,,https://twitter.com/nhchealth/status/1649036013145145346,False,a66cc32d,en,1,197,28,"['#', 'HPV', 'is', 'a', 'serious', 'disease', 'that', 'affects', 'many', 'Americans', 'every', 'year', ',', 'however', 'it', 'is', 'preventable', 'with', 'the', 'Gardasil', 'vaccine', '.', 'Swipe', 'to', 'learn', 'more', '!', ""''"", '``', '#', 'publichealth', '#', 'immunization', '#', 'gardasil', '#', 'vaccination', '#', 'hpv']","['hpv', 'serious', 'disease', 'that', 'affects', 'many', 'americans', 'every', 'year', 'however', 'preventable', 'with', 'the', 'gardasil', 'vaccine', 'swipe', 'learn', 'more', 'publichealth', 'immunization', 'gardasil', 'vaccination', 'hpv']","['hpv', 'serious', 'disease', 'affects', 'many', 'americans', 'every', 'year', 'however', 'preventable', 'gardasil', 'vaccine', 'swipe', 'learn', 'publichealth', 'immunization', 'gardasil', 'vaccination', 'hpv']","['hpv', 'serious', 'disease', 'affect', 'many', 'americans', 'every', 'year', 'however', 'preventable', 'gardasil', 'vaccine', 'swipe', 'learn', 'publichealth', 'immunization', 'gardasil', 'vaccination', 'hpv']"
115,339,Sat Jan 28 14:07:00 +00:00 2023,"Dr. Uzi Beller, ìan international authority on gynecological cancersî had  came out publicly against vaccinating 65,000, 14-year old girls in Israel with #Gardasil""""ageofautism.com/2013/09/hpv-Ö",11,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6193362760917484e+18,https://www.ageofautism.com/2013/09/hpv-vaccine-a-strong-criticism-from-leading-israeli-obgyn-doctor.html,,,,https://twitter.com/awakenindiamov/status/1619336276091748352,False,742d3e0e,en,21,194,23,"['Dr.', 'Uzi', 'Beller', ',', 'ìan', 'international', 'authority', 'on', 'gynecological', 'cancersî', 'had', 'came', 'out', 'publicly', 'against', 'vaccinating', '65,000', ',', '14-year', 'old', 'girls', 'in', 'Israel', 'with', '#', 'Gardasil', ""''"", ""''"", 'ageofautism.com/2013/09/hpv-Ö']","['uzi', 'beller', 'ìan', 'international', 'authority', 'gynecological', 'cancersî', 'had', 'came', 'out', 'publicly', 'against', 'vaccinating', 'old', 'girls', 'israel', 'with', 'gardasil']","['uzi', 'beller', 'ìan', 'international', 'authority', 'gynecological', 'cancersî', 'came', 'publicly', 'vaccinating', 'old', 'girls', 'israel', 'gardasil']","['uzi', 'beller', 'ìan', 'international', 'authority', 'gynecological', 'cancersî', 'come', 'publicly', 'vaccinate', 'old', 'girl', 'israel', 'gardasil']"
116,342,Wed Feb 15 14:00:00 +00:00 2023,"Norway ???????? ???????????????  #Gardasil ???? #HPV ???????????  ?????? ???????????  15 ???? ?????????? ????????? ????????? ???? ???????????  ???????????  """"naturalblaze.com/2015/12/norÖ",9,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1.6258575706144315e+18,https://www.naturalblaze.com/2015/12/norway-girls-life-after-a-forced-gardasil-vaccine.html,,,,https://twitter.com/HemaNemo/status/1625857570614431751,False,f1282843,en,17,187,18,"['Norway', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '#', 'Gardasil', '?', '?', '?', '?', '#', 'HPV', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '15', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '``', '``', 'naturalblaze.com/2015/12/norÖ']","['norway', 'gardasil', 'hpv']","['norway', 'gardasil', 'hpv']","['norway', 'gardasil', 'hpv']"
117,343,Sun Feb 05 13:49:00 +00:00 2023,The truth about #Gardasil #vaccinegenocide #HPV,15,,,,,,,,,,,,,,,,,0,0,0,742d3e0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,#Gardasil,#vaccinegenocide,#HPV,,,,,,,,,,,,,,,,,,,,,,1.62223100573739e+18,,,,,https://twitter.com/awakenindiamov/status/1622231005737390080,False,742d3e0e,en,25,47,6,"['The', 'truth', 'about', '#', 'Gardasil', '#', 'vaccinegenocide', '#', 'HPV']","['the', 'truth', 'about', 'gardasil', 'vaccinegenocide', 'hpv']","['truth', 'gardasil', 'vaccinegenocide', 'hpv']","['truth', 'gardasil', 'vaccinegenocide', 'hpv']"
118,346,Sat Jan 28 11:06:00 +00:00 2023,"awakenindiamov: #Australia : #Cancer Epidemic in #Gardasil Girls""""childrenshealthdefense.org/nÖ",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Australia,#Cancer,#Gardasil,,,,,,,,,,,,,,,,,,,,,,1.6192907376898947e+18,https://childrenshealthdefense.org/news/australian-data-cancer-epidemic-in-gardasil-girls/?itm_term=home&fbclid=IwAR39YUdpVKMMwJ2_H0x838DGVeNJxIHY2X6fXRBRabXICbLGbJBXTI6BrVw,,,,https://twitter.com/vn9313414/status/1619290737689894920,False,510b587d,en,0,95,8,"['awakenindiamov', ':', '#', 'Australia', ':', '#', 'Cancer', 'Epidemic', 'in', '#', 'Gardasil', 'Girls', ""''"", ""''"", 'childrenshealthdefense.org/nÖ']","['awakenindiamov', 'australia', 'cancer', 'epidemic', 'gardasil', 'girls']","['awakenindiamov', 'australia', 'cancer', 'epidemic', 'gardasil', 'girls']","['awakenindiamov', 'australia', 'cancer', 'epidemic', 'gardasil', 'girl']"
119,348,Mon Feb 27 23:32:00 +00:00 2023,"?? #EnfantsEnDanger ?? #Gardasil """"#Jarnac #macron #papndiaye",4,,,,,,,,,,,,,,,,,0,0,0,39a18cd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#EnfantsEnDanger,#Gardasil,#Jarnac,#macron,#papndiaye,,,,,,,,,,,,,,,,,,,,1.630350201272631e+18,,,,,https://twitter.com/AssociationPEC/status/1630350201272631298,False,a7587ab3,en,7,61,7,"['?', '?', '#', 'EnfantsEnDanger', '?', '?', '#', 'Gardasil', '``', ""''"", '#', 'Jarnac', '#', 'macron', '#', 'papndiaye']","['enfantsendanger', 'gardasil', 'jarnac', 'macron', 'papndiaye']","['enfantsendanger', 'gardasil', 'jarnac', 'macron', 'papndiaye']","['enfantsendanger', 'gardasil', 'jarnac', 'macron', 'papndiaye']"
120,350,Mon Jan 16 23:48:00 +00:00 2023,"Injured by #Gardasil or other #vaccine then reading this won't surprise you! #CDCLied ""#VaccineDeath #HPV #FDA #WHO #CrimesAgainstHumanity #Pharmaceutical #Merck ""#wef23",2,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#vaccine,#CDCLied,#VaccineDeath,#HPV,#FDA,#WHO,#CrimesAgainstHumanity,#Pharmaceutical,#Merck,#wef23,,,,,,,,,,,,,,1.6151340053927117e+18,,,,,https://twitter.com/GardasilNews/status/1615134005392711681,False,6f4cf129,en,3,169,21,"['Injured', 'by', '#', 'Gardasil', 'or', 'other', '#', 'vaccine', 'then', 'reading', 'this', 'wo', ""n't"", 'surprise', 'you', '!', '#', 'CDCLied', '``', '#', 'VaccineDeath', '#', 'HPV', '#', 'FDA', '#', 'WHO', '#', 'CrimesAgainstHumanity', '#', 'Pharmaceutical', '#', 'Merck', '``', '#', 'wef23']","['injured', 'gardasil', 'other', 'vaccine', 'then', 'reading', 'this', 'surprise', 'you', 'cdclied', 'vaccinedeath', 'hpv', 'fda', 'who', 'crimesagainsthumanity', 'pharmaceutical', 'merck']","['injured', 'gardasil', 'vaccine', 'reading', 'surprise', 'cdclied', 'vaccinedeath', 'hpv', 'fda', 'crimesagainsthumanity', 'pharmaceutical', 'merck']","['injure', 'gardasil', 'vaccine', 'read', 'surprise', 'cdclie', 'vaccinedeath', 'hpv', 'fda', 'crimesagainsthumanity', 'pharmaceutical', 'merck']"
121,355,Tue Jan 10 05:07:00 +00:00 2023,"#Gardasil #HPV truths you shouldn't miss.""gardasilhpvtruths.com/ ""#StopTheShotsNow",13,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,#Gardasil,#HPV,#StopTheShotsNow,,,,,,,,,,,,,,,,,,,,,,1.6126775683728056e+18,https://www.gardasilhpvtruths.com/,,,,https://twitter.com/awakenindiamov/status/1612677568372805632,False,742d3e0e,en,30,82,7,"['#', 'Gardasil', '#', 'HPV', 'truths', 'you', 'should', ""n't"", 'miss', '.', '``', 'gardasilhpvtruths.com/', '``', '#', 'StopTheShotsNow']","['gardasil', 'hpv', 'truths', 'you', 'should', 'miss', 'stoptheshotsnow']","['gardasil', 'hpv', 'truths', 'miss', 'stoptheshotsnow']","['gardasil', 'hpv', 'truth', 'miss', 'stoptheshotsnow']"
122,359,Fri Jan 06 00:18:00 +00:00 2023,"Did you know that memory impairment and involuntary movement have been observed after #HPVvaccine?""ncbi.nlm.nih.gov/pmc/articleÖ Want to learn more?piped.video/physiciansforinfÖ ""#1stDoNoHarm #Vaccines #InformedConsent #HPV #Gardasil #CervicalCancer #Science #Statistics",90,,,,,,,,,,,,,,,,,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,#HPVvaccine?,#1stDoNoHarm,#Vaccines,#InformedConsent,#HPV,#Gardasil,#CervicalCancer,#Science,#Statistics,,,,,,,,,,,,,,,,1.6111551129651607e+18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6850646,https://piped.video/physiciansforinformedconsent,,,https://twitter.com/picphysicians/status/1611155112965160961,True,3dbf9855,en,132,270,26,"['Did', 'you', 'know', 'that', 'memory', 'impairment', 'and', 'involuntary', 'movement', 'have', 'been', 'observed', 'after', '#', 'HPVvaccine', '?', '``', 'ncbi.nlm.nih.gov/pmc/articleÖ', 'Want', 'to', 'learn', 'more', '?', 'piped.video/physiciansforinfÖ', '``', '#', '1stDoNoHarm', '#', 'Vaccines', '#', 'InformedConsent', '#', 'HPV', '#', 'Gardasil', '#', 'CervicalCancer', '#', 'Science', '#', 'Statistics']","['did', 'you', 'know', 'that', 'memory', 'impairment', 'and', 'involuntary', 'movement', 'have', 'been', 'observed', 'after', 'hpvvaccine', 'want', 'learn', 'more', 'vaccines', 'informedconsent', 'hpv', 'gardasil', 'cervicalcancer', 'science', 'statistics']","['know', 'memory', 'impairment', 'involuntary', 'movement', 'observed', 'hpvvaccine', 'want', 'learn', 'vaccines', 'informedconsent', 'hpv', 'gardasil', 'cervicalcancer', 'science', 'statistics']","['know', 'memory', 'impairment', 'involuntary', 'movement', 'observe', 'hpvvaccine', 'want', 'learn', 'vaccine', 'informedconsent', 'hpv', 'gardasil', 'cervicalcancer', 'science', 'statistic']"
123,361,Sat Jan 28 10:33:00 +00:00 2023,"#Australia : #Cancer Epidemic in #Gardasil Girls""""childrenshealthdefense.org/nÖ",10,,,,,,,,,,,,,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,#Australia,#Cancer,#Gardasil,,,,,,,,,,,,,,,,,,,,,,1.6192826114736207e+18,https://childrenshealthdefense.org/news/australian-data-cancer-epidemic-in-gardasil-girls/?itm_term=home&fbclid=IwAR39YUdpVKMMwJ2_H0x838DGVeNJxIHY2X6fXRBRabXICbLGbJBXTI6BrVw,,,,https://twitter.com/awakenindiamov/status/1619282611473620992,False,742d3e0e,en,24,79,7,"['#', 'Australia', ':', '#', 'Cancer', 'Epidemic', 'in', '#', 'Gardasil', 'Girls', ""''"", ""''"", 'childrenshealthdefense.org/nÖ']","['australia', 'cancer', 'epidemic', 'gardasil', 'girls']","['australia', 'cancer', 'epidemic', 'gardasil', 'girls']","['australia', 'cancer', 'epidemic', 'gardasil', 'girl']"
124,363,Mon Jan 16 22:26:00 +00:00 2023,"#gardasil is poison REFUSED to allow it to be given to my child."" ""U.S Government and vaccine makers are criminal organizations.",2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6151132671391823e+18,,,,,https://twitter.com/crtrlvr5/status/1615113267139182592,False,3d5feb28,en,3,128,21,"['#', 'gardasil', 'is', 'poison', 'REFUSED', 'to', 'allow', 'it', 'to', 'be', 'given', 'to', 'my', 'child', '.', ""''"", '``', 'U.S', 'Government', 'and', 'vaccine', 'makers', 'are', 'criminal', 'organizations', '.']","['gardasil', 'poison', 'refused', 'allow', 'given', 'child', 'government', 'and', 'vaccine', 'makers', 'are', 'criminal', 'organizations']","['gardasil', 'poison', 'refused', 'allow', 'given', 'child', 'government', 'vaccine', 'makers', 'criminal', 'organizations']","['gardasil', 'poison', 'refuse', 'allow', 'give', 'child', 'government', 'vaccine', 'maker', 'criminal', 'organization']"
125,367,Sun Jan 08 14:48:00 +00:00 2023,"This is exactly what happened when people where injured after the #gardasil #vaccine ""#VaccineSideEffects #CovidVaccines #COVID #vaccinedamage ""#Fauci can you explain?",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#vaccine,#VaccineSideEffects,#CovidVaccines,#COVID,#vaccinedamage,#Fauci,,,,,,,,,,,,,,,,,,1.6120989485874708e+18,,,,,https://twitter.com/GardasilNews/status/1612098948587470853,False,6f4cf129,en,0,167,21,"['This', 'is', 'exactly', 'what', 'happened', 'when', 'people', 'where', 'injured', 'after', 'the', '#', 'gardasil', '#', 'vaccine', '``', '#', 'VaccineSideEffects', '#', 'CovidVaccines', '#', 'COVID', '#', 'vaccinedamage', '``', '#', 'Fauci', 'can', 'you', 'explain', '?']","['this', 'exactly', 'what', 'happened', 'when', 'people', 'where', 'injured', 'after', 'the', 'gardasil', 'vaccine', 'vaccinesideeffects', 'covidvaccines', 'covid', 'vaccinedamage', 'fauci', 'can', 'you', 'explain']","['exactly', 'happened', 'people', 'injured', 'gardasil', 'vaccine', 'vaccinesideeffects', 'covidvaccines', 'covid', 'vaccinedamage', 'fauci', 'explain']","['exactly', 'happen', 'people', 'injure', 'gardasil', 'vaccine', 'vaccinesideeffect', 'covidvaccine', 'covid', 'vaccinedamage', 'fauci', 'explain']"
126,371,Tue Dec 13 16:01:00 +00:00 2022,"A recent @Merck study in the Expert Review of Vaccines evaluated the global impact of the HPV vaccine, and found that #GARDASIL led to reduced rates of HPV and HPV-related diseases in men and women. Read more about the positive impact of the #HPV vaccine. bit.ly/3FFYkHf",0,2d2d6656,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GARDASIL,#HPV,,,,,,,,,,,,,,,,,,,,,,,1.6026952000691075e+18,https://bit.ly/3FFYkHf,,,,https://twitter.com/AHPVaccines/status/1602695200069107713,False,ef06b329,en,0,270,46,"['A', 'recent', '@', 'Merck', 'study', 'in', 'the', 'Expert', 'Review', 'of', 'Vaccines', 'evaluated', 'the', 'global', 'impact', 'of', 'the', 'HPV', 'vaccine', ',', 'and', 'found', 'that', '#', 'GARDASIL', 'led', 'to', 'reduced', 'rates', 'of', 'HPV', 'and', 'HPV-related', 'diseases', 'in', 'men', 'and', 'women', '.', 'Read', 'more', 'about', 'the', 'positive', 'impact', 'of', 'the', '#', 'HPV', 'vaccine', '.', 'bit.ly/3FFYkHf']","['recent', 'merck', 'study', 'the', 'expert', 'review', 'vaccines', 'evaluated', 'the', 'global', 'impact', 'the', 'hpv', 'vaccine', 'and', 'found', 'that', 'gardasil', 'led', 'reduced', 'rates', 'hpv', 'and', 'diseases', 'men', 'and', 'women', 'read', 'more', 'about', 'the', 'positive', 'impact', 'the', 'hpv', 'vaccine']","['recent', 'merck', 'study', 'expert', 'review', 'vaccines', 'evaluated', 'global', 'impact', 'hpv', 'vaccine', 'found', 'gardasil', 'led', 'reduced', 'rates', 'hpv', 'diseases', 'men', 'women', 'read', 'positive', 'impact', 'hpv', 'vaccine']","['recent', 'merck', 'study', 'expert', 'review', 'vaccine', 'evaluate', 'global', 'impact', 'hpv', 'vaccine', 'find', 'gardasil', 'lead', 'reduce', 'rate', 'hpv', 'disease', 'man', 'woman', 'read', 'positive', 'impact', 'hpv', 'vaccine']"
127,374,Tue Jan 10 04:40:00 +00:00 2023,"#January should be #HPV Vaccine Injury awareness month. That #Gardasil Vaccine comes with crippling side effects will be dismissed by media and doctors however it's up to you to stay #informed"" ""snopes.com/news/2017/06/08/gÖ",9,,,,,,,,,,,,,,,,,0,0,1,c0bd8dd3,a504f7b6,cd5448e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,#January,#HPV,#Gardasil,#informed,,,,,,,,,,,,,,,,,,,,,1.6126706847398339e+18,https://www.snopes.com/news/2017/06/08/gardasil-vaccine/,,,,https://twitter.com/DeeEternalOpt/status/1612670684739833856,False,c0bd8dd3,en,18,224,32,"['#', 'January', 'should', 'be', '#', 'HPV', 'Vaccine', 'Injury', 'awareness', 'month', '.', 'That', '#', 'Gardasil', 'Vaccine', 'comes', 'with', 'crippling', 'side', 'effects', 'will', 'be', 'dismissed', 'by', 'media', 'and', 'doctors', 'however', 'it', ""'s"", 'up', 'to', 'you', 'to', 'stay', '#', 'informed', ""''"", '``', 'snopes.com/news/2017/06/08/gÖ']","['january', 'should', 'hpv', 'vaccine', 'injury', 'awareness', 'month', 'that', 'gardasil', 'vaccine', 'comes', 'with', 'crippling', 'side', 'effects', 'will', 'dismissed', 'media', 'and', 'doctors', 'however', 'you', 'stay', 'informed']","['january', 'hpv', 'vaccine', 'injury', 'awareness', 'month', 'gardasil', 'vaccine', 'comes', 'crippling', 'side', 'effects', 'dismissed', 'media', 'doctors', 'however', 'stay', 'informed']","['january', 'hpv', 'vaccine', 'injury', 'awareness', 'month', 'gardasil', 'vaccine', 'come', 'crippling', 'side', 'effect', 'dismiss', 'medium', 'doctor', 'however', 'stay', 'inform']"
128,379,Wed Dec 21 22:45:00 +00:00 2022,#Gardasil #infertility #BigPharma #DepopulationAgenda #NWO,0,,,,,,,,,,,,,,,,,0,0,0,a42a8a3d,d3c7c010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#infertility,#BigPharma,#DepopulationAgenda,#NWO,,,,,,,,,,,,,,,,,,,,1.605696028329615e+18,,,,,https://twitter.com/xabasso/status/1605696028329615368,False,2c42ea44,en,0,58,5,"['#', 'Gardasil', '#', 'infertility', '#', 'BigPharma', '#', 'DepopulationAgenda', '#', 'NWO']","['gardasil', 'infertility', 'bigpharma', 'depopulationagenda', 'nwo']","['gardasil', 'infertility', 'bigpharma', 'depopulationagenda', 'nwo']","['gardasil', 'infertility', 'bigpharma', 'depopulationagenda', 'nwo']"
129,389,Mon Jan 16 21:34:00 +00:00 2023,A long but very illuminating thread on HPV vaccine #Gardasil,1,,,,,,,,,,,,,,,,,0,0,1,572ae1b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6151002430535393e+18,,,,,https://twitter.com/Ella94814299/status/1615100243053539328,False,ba3585aa,en,2,60,10,"['A', 'long', 'but', 'very', 'illuminating', 'thread', 'on', 'HPV', 'vaccine', '#', 'Gardasil']","['long', 'but', 'very', 'illuminating', 'thread', 'hpv', 'vaccine', 'gardasil']","['long', 'illuminating', 'thread', 'hpv', 'vaccine', 'gardasil']","['long', 'illuminate', 'thread', 'hpv', 'vaccine', 'gardasil']"
130,390,Tue Dec 13 11:56:00 +00:00 2022,"I met a girl who was a dancer, then got the #gardasil #vaccine and couldnít walk.",1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#vaccine,,,,,,,,,,,,,,,,,,,,,,,1.6026334737598095e+18,,,,,https://twitter.com/CoachRula1/status/1602633473759809537,False,e5b3f0a0,en,1,81,16,"['I', 'met', 'a', 'girl', 'who', 'was', 'a', 'dancer', ',', 'then', 'got', 'the', '#', 'gardasil', '#', 'vaccine', 'and', 'couldnít', 'walk', '.']","['met', 'girl', 'who', 'was', 'dancer', 'then', 'got', 'the', 'gardasil', 'vaccine', 'and', 'couldnít', 'walk']","['met', 'girl', 'dancer', 'got', 'gardasil', 'vaccine', 'couldnít', 'walk']","['meet', 'girl', 'dancer', 'get', 'gardasil', 'vaccine', 'couldnít', 'walk']"
