X;created_at;full_text;likes_count;mentioning_users.0;mentioning_users.1;mentioning_users.2;mentioning_users.3;mentioning_users.4;mentioning_users.5;mentioning_users.6;mentioning_users.7;mentioning_users.8;mentioning_users.9;mentioning_users.10;mentioning_users.11;mentioning_users.12;mentioning_users.13;mentioning_users.14;mentioning_users.15;played_count;quotes_count;replies_count;replying_to.0;replying_to.1;replying_to.2;replying_to.3;replying_to.4;replying_to.5;replying_to.6;replying_to.7;replying_to.8;replying_to.9;replying_to.10;replying_to.11;replying_to.12;replying_to.13;replying_to.14;replying_to.15;replying_to.16;replying_to.17;replying_to.18;replying_to.19;replying_to.20;replying_to.21;replying_to.22;replying_to.23;replying_to.24;replying_to.25;replying_to.26;replying_to.27;replying_to.28;replying_to.29;replying_to.30;replying_to.31;replying_to.32;replying_to.33;replying_to.34;replying_to.35;replying_to.36;replying_to.37;replying_to.38;replying_to.39;replying_to.40;replying_to.41;replying_to.42;replying_to.43;replying_to.44;replying_to.45;replying_to.46;replying_to.47;retweeted_by;retweets_count;tweet_hashtags.0;tweet_hashtags.1;tweet_hashtags.2;tweet_hashtags.3;tweet_hashtags.4;tweet_hashtags.5;tweet_hashtags.6;tweet_hashtags.7;tweet_hashtags.8;tweet_hashtags.9;tweet_hashtags.10;tweet_hashtags.11;tweet_hashtags.12;tweet_hashtags.13;tweet_hashtags.14;tweet_hashtags.15;tweet_hashtags.16;tweet_hashtags.17;tweet_hashtags.18;tweet_hashtags.19;tweet_hashtags.20;tweet_hashtags.21;tweet_hashtags.22;tweet_hashtags.23;tweet_id;tweet_links.0;tweet_links.1;tweet_links.2;tweet_links.3;;user_is_verified;user_name;language;engagement;sentiment_scores;positive;neutral;negative;compound;sentiment_label
339;Sat Jan 28 14:07:00 +00:00 2023;dr uzi beller international authority gynecological cancer came publicly vaccinating year old girl israel gardasilageofautismcomhpv;11;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6193362760917484e+18;https://www.ageofautism.com/2013/09/hpv-vaccine-a-strong-criticism-from-leading-israeli-obgyn-doctor.html;;;;;FALSE;742d3e0e;en;21;{'neg': 0.235, 'neu': 0.695, 'pos': 0.07, 'compound': -0.6249};0.07;695;235;-0.6249;Negative
342;Wed Feb 15 14:00:00 +00:00 2023;norway gardasil hpv naturalblazecomnor;9;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;#Gardasil;#HPV;;;;;;;;;;;;;;;;;;;;;;;1.6258575706144315e+18;https://www.naturalblaze.com/2015/12/norway-girls-life-after-a-forced-gardasil-vaccine.html;;;;;FALSE;f1282843;en;17;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
343;Sun Feb 05 13:49:00 +00:00 2023;truth gardasil vaccinegenocide hpv;15;;;;;;;;;;;;;;;;;0;0;0;742d3e0e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;#Gardasil;#vaccinegenocide;#HPV;;;;;;;;;;;;;;;;;;;;;;1.62223100573739e+18;;;;;;FALSE;742d3e0e;en;25;{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182};434;566;0.0;0.3182;Positive
346;Sat Jan 28 11:06:00 +00:00 2023;awakenindiamov australia cancer epidemic gardasil girlschildrenshealthdefenseorgn;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Australia;#Cancer;#Gardasil;;;;;;;;;;;;;;;;;;;;;;1.619290737689895e+18;https://childrenshealthdefense.org/news/australian-data-cancer-epidemic-in-gardasil-girls/?itm_term=home&fbclid=IwAR39YUdpVKMMwJ2_H0x838DGVeNJxIHY2X6fXRBRabXICbLGbJBXTI6BrVw;;;;;FALSE;510b587d;en;0;{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.6597};0.0;532;468;-0.6597;Negative
348;Mon Feb 27 23:32:00 +00:00 2023;enfantsendanger gardasil jarnac macron papndiaye;4;;;;;;;;;;;;;;;;;0;0;0;39a18cd0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#EnfantsEnDanger;#Gardasil;#Jarnac;#macron;#papndiaye;;;;;;;;;;;;;;;;;;;;1.630350201272631e+18;;;;;;FALSE;a7587ab3;en;7;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
350;Mon Jan 16 23:48:00 +00:00 2023;injured gardasil vaccine reading wont surprise cdclied vaccinedeath hpv fda crimesagainsthumanity pharmaceutical merck wef;2;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#vaccine;#CDCLied;#VaccineDeath;#HPV;#FDA;#WHO;#CrimesAgainstHumanity;#Pharmaceutical;#Merck;#wef23;;;;;;;;;;;;;;1.6151340053927117e+18;;;;;;FALSE;6f4cf129;en;3;{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.5445};0.0;727;273;-0.5445;Negative
355;Tue Jan 10 05:07:00 +00:00 2023;gardasil hpv truth shouldnt missgardasilhpvtruthscom stoptheshotsnow;13;;;;;;;;;;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;#Gardasil;#HPV;#StopTheShotsNow;;;;;;;;;;;;;;;;;;;;;;1.6126775683728056e+18;https://www.gardasilhpvtruths.com/;;;;;FALSE;742d3e0e;en;30;{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182};315;685;0.0;0.3182;Positive
359;Fri Jan 06 00:18:00 +00:00 2023;know memory impairment involuntary movement observed hpvvaccinencbinlmnihgovpmcarticle want learn morepipedvideophysiciansforinf stdonoharm vaccine informedconsent hpv gardasil cervicalcancer science statistic;90;;;;;;;;;;;;;;;;;0;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;#HPVvaccine?;#1stDoNoHarm;#Vaccines;#InformedConsent;#HPV;#Gardasil;#CervicalCancer;#Science;#Statistics;;;;;;;;;;;;;;;;1.6111551129651607e+18;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6850646;https://piped.video/physiciansforinformedconsent;;;;TRUE;3dbf9855;en;132;{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772};71;929;0.0;0.0772;Positive
361;Sat Jan 28 10:33:00 +00:00 2023;australia cancer epidemic gardasil girlschildrenshealthdefenseorgn;10;;;;;;;;;;;;;;;;;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;#Australia;#Cancer;#Gardasil;;;;;;;;;;;;;;;;;;;;;;1.6192826114736207e+18;https://childrenshealthdefense.org/news/australian-data-cancer-epidemic-in-gardasil-girls/?itm_term=home&fbclid=IwAR39YUdpVKMMwJ2_H0x838DGVeNJxIHY2X6fXRBRabXICbLGbJBXTI6BrVw;;;;;FALSE;742d3e0e;en;24;{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6597};0.0;476;524;-0.6597;Negative
363;Mon Jan 16 22:26:00 +00:00 2023;gardasil poison refused allow given child u government vaccine maker criminal organization;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6151132671391823e+18;;;;;;FALSE;3d5feb28;en;3;{'neg': 0.506, 'neu': 0.389, 'pos': 0.106, 'compound': -0.802};106;389;506;-802;Negative
367;Sun Jan 08 14:48:00 +00:00 2023;exactly happened people injured gardasil vaccine vaccinesideeffects covidvaccines covid vaccinedamage fauci explain;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;#vaccine;#VaccineSideEffects;#CovidVaccines;#COVID;#vaccinedamage;#Fauci;;;;;;;;;;;;;;;;;;1.6120989485874708e+18;;;;;;FALSE;6f4cf129;en;0;{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019};0.0;803;197;-0.4019;Negative
371;Tue Dec 13 16:01:00 +00:00 2022;recent study expert review vaccine evaluated global impact hpv vaccine found gardasil led reduced rate hpv hpvrelated disease men woman read positive impact hpv vaccine bitlyffykhf;0;2d2d6656;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#GARDASIL;#HPV;;;;;;;;;;;;;;;;;;;;;;;1.6026952000691077e+18;https://bit.ly/3FFYkHf;;;;;FALSE;ef06b329;en;0;{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5574};126;874;0.0;0.5574;Positive
374;Tue Jan 10 04:40:00 +00:00 2023;january hpv vaccine injury awareness month gardasil vaccine come crippling side effect dismissed medium doctor however stay informed snopescomnewsg;9;;;;;;;;;;;;;;;;;0;0;1;c0bd8dd3;a504f7b6;cd5448e4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;#January;#HPV;#Gardasil;#informed;;;;;;;;;;;;;;;;;;;;;1.612670684739834e+18;https://www.snopes.com/news/2017/06/08/gardasil-vaccine/;;;;;FALSE;c0bd8dd3;en;18;{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.4215};0.0;865;135;-0.4215;Negative
379;Wed Dec 21 22:45:00 +00:00 2022;gardasil infertility bigpharma depopulationagenda nwo;0;;;;;;;;;;;;;;;;;0;0;0;a42a8a3d;d3c7c010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#infertility;#BigPharma;#DepopulationAgenda;#NWO;;;;;;;;;;;;;;;;;;;;1.605696028329615e+18;;;;;;FALSE;2c42ea44;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
389;Mon Jan 16 21:34:00 +00:00 2023;long illuminating thread hpv vaccine gardasil;1;;;;;;;;;;;;;;;;;0;0;1;572ae1b0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6151002430535393e+18;;;;;;FALSE;ba3585aa;en;2;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
390;Tue Dec 13 11:56:00 +00:00 2022;met girl dancer got gardasil vaccine couldnt walk;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;#vaccine;;;;;;;;;;;;;;;;;;;;;;;1.6026334737598095e+18;;;;;;FALSE;e5b3f0a0;en;1;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
395;Tue Mar 07 20:35:00 +00:00 2023;lawsuit claim hpvvaccine cause autoimmune neurologic disorder webarchiveorgweb merck hpvvaccine gardasil;1;;;;;;;;;;;;;;;;;0;0;0;77caccb5;b6212957;8da5fd6d;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#HPV-vaccine;#Merck;#HPVvaccine;#Gardasil.;;;;;;;;;;;;;;;;;;;;;1.633204647883096e+18;https://web.archive.org/web/20230307200828/https://expose-news.com/2023/03/03/hpv-vax-causes-auto-immune-neurologic-disorders/;;;;;FALSE;77caccb5;en;2;{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.5574};0.0;662;338;-0.5574;Negative
397;Fri Mar 03 23:43:00 +00:00 2023;holy shit gardasil bitch owowowow;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;#owowowow;;;;;;;;;;;;;;;;;;;;;;;1.6318025930966548e+18;;;;;;FALSE;1ae7e94f;en;1;{'neg': 0.712, 'neu': 0.288, 'pos': 0.0, 'compound': -0.8126};0.0;288;712;-0.8126;Negative
398;Mon Dec 05 17:02:00 +00:00 2022;experienced side effect autoimmune disorder receiving gardasil vaccine created comprehensive guide includes link helpful resource support group gardasil hpv bitlyovylcp;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasil;#hpv;;;;;;;;;;;;;;;;;;;;;;;1.5998113603423846e+18;https://bit.ly/3OVYlcP;;;;;FALSE;35be2b85;en;4;{'neg': 0.099, 'neu': 0.551, 'pos': 0.349, 'compound': 0.7003};349;551;99;0.7003;Positive
399;Sat Jan 14 15:02:00 +00:00 2023;hpv vaccine protects type hpv often cause cervical cancer hpv also cause kind cancer men woman hpv hpvvaccine vaccine gardasil cancerprevention cervicalcancer humanpapalomavirus;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#hpv;#hpvvaccine;#vaccine;#gardasil;#cancerprevention;#cervicalcancer;#humanpapalomavirus;;;;;;;;;;;;;;;;;;1.614276656297902e+18;;;;;;FALSE;5cfc7d9b;en;0;{'neg': 0.263, 'neu': 0.567, 'pos': 0.17, 'compound': -0.6249};0.17;567;263;-0.6249;Negative
403;Tue Dec 13 02:42:00 +00:00 2022;many young people received gardasil vaccine suffering living nightmare parent kid experienced adverse reaction vaccine trusted gardasil never suspecting harm could follow gardasil hpv bitlyeomuy;3;;;;;;;;;;;;;;;;;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Gardasil;#hpv;;;;;;;;;;;;;;;;;;;;;;;1.602494035104567e+18;https://bit.ly/3e5OmUy;;;;;FALSE;35be2b85;en;8;{'neg': 0.169, 'neu': 0.605, 'pos': 0.226, 'compound': 0.2187};226;605;169;0.2187;Positive
404;Mon Feb 27 22:51:00 +00:00 2023;flyer nb jarnac boycott parentsencolere gardasil docdroidnetdeulfvrjarnac protegeonsnosenfants;11;;;;;;;;;;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;#Jarnac;#boycott;#ParentsEnColere;#Gardasil;;;;;;;;;;;;;;;;;;;;;1.6303398119438868e+18;https://www.docdroid.net/DEUlfVr/jarnac-4-nb-pdf;;;;;FALSE;a7587ab3;en;18;{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182};0.0;753;247;-0.3182;Negative
406;Thu Dec 29 04:58:00 +00:00 2022;liked perry gardasil mandate girl really annoyed never forgotten iti think he good joe think either got bad advice got healthy campaign donation;0;;;;;;;;;;;;;;;;;0;0;0;f09ee4bc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6083264502638715e+18;;;;;;FALSE;d5c85a8e;en;0;{'neg': 0.19, 'neu': 0.504, 'pos': 0.306, 'compound': 0.4473};306;504;0.19;0.4473;Positive
413;Tue Jan 24 14:36:00 +00:00 2023;could gardasil vaccine lawsuit result big payouts trialsitenewscomagardasil hpv gardasil hpvvaccine vaccine vaccine vaccineinjury;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#HPV;#Gardasil;#HPVvaccine;#vaccine;#vaccines;#vaccineinjury;;;;;;;;;;;;;;;;;;;1.6178940459589427e+18;https://www.trialsitenews.com/a/gardasil-hpv-vaccine-lawsuit-could-result-in-big-global-payouts-46bd6baf;;;;;FALSE;96dfacc5;en;1;{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263};0.0;872;128;-0.2263;Negative
421;Fri Dec 09 00:18:00 +00:00 2022;know healthy yearold woman suddenly developed inflammation heart muscle died within week receiving hpvvaccineamjmedcomarticles sign physiciansforinformedconsent stdonoharm vaccine vaccination informedconsent hpv gardasil;46;;;;;;;;;;;;;;;;;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;#HPVvaccine?;#1stDoNoHarm;#Vaccines;#Vaccination;#InformedConsent;#HPV;#Gardasil;;;;;;;;;;;;;;;;;;1.6010082519775846e+18;http://www.amjmed.com/article/S0002-9343(10)00922-8/fulltext;https://physiciansforinformedconsent.org/newsletter/;;;;TRUE;3dbf9855;en;73;{'neg': 0.137, 'neu': 0.76, 'pos': 0.103, 'compound': -0.2263};103;0.76;137;-0.2263;Negative
424;Fri Mar 03 23:17:00 +00:00 2023;parent arm ca ab would mandate hpv vaccine student science settled gardasil hpv vaccine peer reviewed publication demonstrate bitlyabhpvvaccine;2;2ba176f5;507c347d;c84a0920;ec6f2644;650f2494;;;;;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#HPV;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6317958851171492e+18;https://bit.ly/AB659-HPV-Vaccine;;;;;FALSE;35be2b85;en;5;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
426;Sun Dec 11 19:06:00 +00:00 2022;season gardasilseason covidvaccine sans oublier mediator levothyroxperseverare diabolicum;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#gardasil;#CovidVaccine;#mediator;#levothyrox...;;;;;;;;;;;;;;;;;;;;;1.6020170768514826e+18;;;;;;FALSE;aab427e6;en;4;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
431;Mon Jan 16 15:40:00 +00:00 2023;gardasil hpv vaccine schedule side effect warningsdrugscomgardasilhtml comprehensive reference;0;;;;;;;;;;;;;;;;;0;0;0;ac526d25;ff7456fa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6150111677135176e+18;https://www.drugs.com/gardasil.html;;;;;TRUE;ac526d25;en;0;{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25};0.2;0.8;0.0;0.25;Positive
432;Sat Mar 11 15:28:00 +00:00 2023;anyone doesnt know coltons story gardasil thevaccinereactionorg;3;;;;;;;;;;;;;;;;;0;0;1;e929a4b6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6345769885087662e+18;https://thevaccinereaction.org/2018/10/the-hpv-vaccine-on-trial-seeking-justice-for-a-generation-betrayed/;;;;;FALSE;a9f94678;en;4;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
433;Mon Feb 27 22:37:00 +00:00 2023;merck gardasil clinicaltrials trickery merged saline placebo vaccine placebo group girl get autoimmune disease within month gardasil shot hid lawsuit progress;4;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Merck;#Gardasil;#clinicaltrials;#placebo;#vaccine;#autoimmune;;;;;;;;;;;;;;;;;;;1.6303363637647852e+18;;;;;;FALSE;4ba93a44;en;8;{'neg': 0.214, 'neu': 0.675, 'pos': 0.111, 'compound': -0.1531};111;675;214;-0.1531;Negative
436;Wed Dec 21 19:50:00 +00:00 2022;tribunescientifique gardasil hpv vaccine dr grard delpine take time answer take time read vaccinate neither girl boy dangerous ineffective vaccine cancer;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6056519526032753e+18;;;;;;FALSE;047e8289;en;2;{'neg': 0.223, 'neu': 0.68, 'pos': 0.097, 'compound': -0.5181};97;0.68;223;-0.5181;Negative
441;Fri Mar 03 22:56:00 +00:00 2023;parent arm ca assembly bill would mandate hpv vaccine student science settled gardasil hpv vaccine peer reviewed publication demonstrate bitlyabhpvvaccine;4;4af6c244;1d9108b6;bcd1df35;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#HPV;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6317905860460582e+18;https://bit.ly/AB659-HPV-Vaccine;;;;;FALSE;35be2b85;en;8;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
443;Mon Feb 27 22:37:00 +00:00 2023;injurious vaccine gardasil hepatitis bmmr;1;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#vaccines;#Gardasil;#Hepatitis;;;;;;;;;;;;;;;;;;;;;;1.6303363359355983e+18;;;;;;FALSE;4ba93a44;en;2;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
444;Sat Mar 11 15:26:00 +00:00 2023;hpv vaccine trial seeking justice generation betrayed gardasilvaccineinjurypharmacideripcolton thevaccinereactionorg;2;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#HPV;#Vaccine;#gardasil;#vaccineinjury;#pharmacide;#RIPColton;;;;;;;;;;;;;;;;;;;1.6345765520829317e+18;https://thevaccinereaction.org/2018/10/the-hp;;;;;FALSE;a9f94678;en;2;{'neg': 0.278, 'neu': 0.486, 'pos': 0.236, 'compound': -0.1531};236;486;278;-0.1531;Negative
445;Thu Mar 09 00:47:00 +00:00 2023;take action protect child demand adequate informed consent hpvvaccines bitlyyndtnh submit writtenoral testimony friday pm et hearing tues pm house hgo committee maryland gardasil;101;;;;;;;;;;;;;;;;;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;#HPVvaccines;#Maryland;#Gardasil;;;;;;;;;;;;;;;;;;;;;;1.63363067313852e+18;https://bit.ly/3ynDtnh;;;;;TRUE;fd900b24;en;158;{'neg': 0.054, 'neu': 0.717, 'pos': 0.229, 'compound': 0.5994};229;717;54;0.5994;Positive
454;Mon Feb 27 22:37:00 +00:00 2023;steve kirsch interview w alix mayer unvaccinated v vaccinated expertsgardasil pharma make b usdyr childrens vaccine schedule make additional b selling people treatment cure manage condition cause;1;;;;;;;;;;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#unvaccinated;#Vaccinated;#Gardasil;#vaccine;;;;;;;;;;;;;;;;;;;;;1.6303363310492055e+18;;;;;;FALSE;4ba93a44;en;3;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
459;Tue Mar 07 16:18:00 +00:00 2023;realistic estimate one girl vaccinated experience serious side effect gardasil denmark;3;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;#Denmark;;;;;;;;;;;;;;;;;;;;;;;1.6331400939710502e+18;;;;;;FALSE;125d29b7;en;4;{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.0772};0.0;885;115;-0.0772;Negative
460;Mon Jan 16 13:36:00 +00:00 2023;history repeat covidvaccines new gardasil seriously variation old antivax theme started teenaged girl suffering syncopal episode gardasil year ago;164;;;;;;;;;;;;;;;;;0;2;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;#CovidVaccines;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.614979898439e+18;;;;;;FALSE;ff7456fa;en;192;{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.5859};0.0;0.78;0.22;-0.5859;Negative
462;Tue Feb 21 20:28:00 +00:00 2023;may already know study gardasil hpv vaccine show depletes thiamine level anyone who taken shot need supplement thiamine;0;5e17316a;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#HPV;#thiamine;;;;;;;;;;;;;;;;;;;;;;1.6281294363347558e+18;;;;;;FALSE;2d9e1a09;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
465;Mon Jan 16 07:07:00 +00:00 2023;hpv gardasil quebec fbwatchiihmhgummibexti;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#HPV;#gardasil;#Quebec;;;;;;;;;;;;;;;;;;;;;;1.614882028104876e+18;https://fb.watch/i4Ihm_HGUm/?mibextid=2Rb1fB;;;;;FALSE;7624f3d8;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
468;Tue Mar 07 16:16:00 +00:00 2023;death cervicalcancer increasing rapidly introduction gardasil potentially safety signal need investigationnaturalblazecomvb;4;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#CervicalCancer;#Gardasil?;;;;;;;;;;;;;;;;;;;;;;;1.6331395200266936e+18;https://www.naturalblaze.com/2015/06/.VbEXt_caLMk.twitter;;;;;FALSE;125d29b7;en;5;{'neg': 0.248, 'neu': 0.573, 'pos': 0.178, 'compound': -0.2732};178;573;248;-0.2732;Negative
471;Sat Mar 11 10:28:00 +00:00 2023;blame game gardasil hpv class action lawsuit update merck maker gardasil plan defend court saying doctor responsibility warn patient potential side effect millerandzoiscomproductsl;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Merck;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6345014490687324e+18;https://www.millerandzois.com/products-liability/gardasil/;;;;;FALSE;c0167354;en;1;{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.5719};0.0;778;222;-0.5719;Negative
