,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,user_is_verified,user_name,language,engagement
38,150,Tue Apr 04 18:41:00 +00:00 2023,"ANOTHER testimony. So much for being """"""""Extremely Safe"""""""" @DonnaHowardTX. "" ""#NotExtremelySafe #Gardasil #HB989 #txlege",5,631ae441,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#NotExtremelySafe,#Gardasil,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,,1.64332282108117e+18,,,,,True,0f3e9762,en,10
39,152,Fri Mar 31 15:36:00 +00:00 2023,"CORVELVA's #GARDASIL chemical composition..""""drive.google.com/open?id=1vWÖ",0,,,,,,,,,,,,,,,,,0,0,0,60848c1f,4ce74afe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,,1.641826744838799e+18,https://drive.google.com/open?id=1vWln5OD9ySYyjnY_OHM_TkFPxoaRK08K,,,,False,60848c1f,en,0
40,154,Tue Apr 18 00:26:00 +00:00 2023,Start with making pharmaceutical companies liable for killing and or maiming our children. #Gardasil #dtap,0,,,,,,,,,,,,,,,,,0,0,0,5dd4da28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#dtap,,,,,,,,,,,,,,,,,,,,,,,1.6481207627866317e+18,,,,,False,0a6c85c8,en,0
41,160,Thu Jul 13 19:05:00 +00:00 2023,"Do you have a wart? Thatís HPV. Human Papilloma Virus. ""Some strains can cause anogenital, throat and cervical cancer. HPV can be transmitted just by human touch.The vaccines work. Go get it. ""#HPV #HPVvaccine #antivax #gardasil",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#HPVvaccine,#antivax,#gardasil,,,,,,,,,,,,,,,,,,,,,1.6795676244921836e+18,,,,,False,599c5c07,en,0
42,161,Wed Aug 02 00:04:00 +00:00 2023,13-Year-Old Noah Foleyís Untimely Death After Gardasil piped.video/aILrJQENFq8 via @YouTube #Gardasil,0,f6961215,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6865284507801436e+18,https://piped.video/aILrJQENFq8,,,,False,888610cb,en,0
43,162,Thu May 04 18:36:00 +00:00 2023,#HPV #VaccineSideEffects #vaccineinjuries #StopTheShots #Cancer #CancerResearch #cancerawareness #gardasil,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#HPV,#VaccineSideEffects,#vaccineinjuries,#StopTheShots,#Cancer,#CancerResearch,#cancerawareness,#gardasil,,,,,,,,,,,,,,,,,1.6541932276149002e+18,,,,,False,f76378bd,en,4
44,165,Wed Aug 16 14:23:00 +00:00 2023,"Many Unvaccinated Men .... Infected with #HPV "" precisionvaccinations.com/maÖ ""#vaccine #Gardasil #cervicalcancer #pharmacy #hcsm #mHealth",0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#HPV,#vaccine,#Gardasil,#cervicalcancer,#pharmacy,#hcsm,#mHealth,,,,,,,,,,,,,,,,,,1.6918180660054467e+18,https://www.precisionvaccinations.com/many-unvaccinated-men-infected-hpv-2023-08-16,,,,True,c8066041,en,2
45,167,Wed May 10 15:33:00 +00:00 2023,"@P_McCulloughMD """"??MERCK states that #Gardasil """"""""contains NO viral DNA"""""""". "" TESTED - 100% positive for HPV DNA was found.. SANE VAX to FDA: Recombinant HPV DNA found in multiple samples of Gardasil ""sanevax.org/sane-vax-to-fda-Ö",0,af617236,,,,,,,,,,,,,,,,0,0,1,af617236,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6563216872297226e+18,https://sanevax.org/sane-vax-to-fda-recombinant-hpv-dna-found-in-multiple-samples-of-gardasil/,,,,False,60848c1f,en,1
46,169,Thu May 18 07:23:00 +00:00 2023,@AmyPaulin Just advanced a bill that would allow practitioners to give #gardasil shots to any child as young as 9 without parental consent or knowledge.,0,563e6d96,,,,,,,,,,,,,,,,0,0,2,515ae539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6590973750240625e+18,,,,,False,ba6d4ff6,en,2
47,175,Tue Apr 04 16:56:00 +00:00 2023,"#Court Orders #Merck to Turn Over #Gardasil #AdverseEvent Databases""to plaintiffs suing the #pharmaceutical giant for injuries allegedly caused by the #HPVvaccine ""childrenshealthdefense.org/dÖ",3,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Court,#Merck,#Gardasil,#AdverseEvent,#pharmaceutical,#HPVvaccine,,,,,,,,,,,,,,,,,,,1.643296562607448e+18,https://childrenshealthdefense.org/defender/merck-hpv-gardasil-vaccine-adverse-event-database-court,,,,False,7b0e78d3,en,4
48,177,Sun Apr 02 06:43:00 +00:00 2023,"??????HPV???? | BPK 9 ??????""???? 23,000 ?????????!????????.?????????????? WeChat?ipenzz13linkbio.co/50123051HcLU8""#???? #???? #???? #?? #?? #HPV #???? #??HPV?? #???? #GARDASIL #??????? #HPV????",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#????,#????,#????,#??,#??,#HPV,#????,#??HPV??,#????,#GARDASIL,#???????,#HPV????,,,,,,,,,,,,,1.6424173690952376e+18,https://linkbio.co/50123051HcLU8,,,,False,5904fd1b,en,0
49,178,Wed May 10 01:04:00 +00:00 2023,"This is HPV vaccine called the #Gardasil. ""One of my friend's daughter was pushed to get this by the pediatrician. But I had already informed her about this, and she said NO. ""The pediatrician was so mad at her that she had to stop going to that particular pediatrician.",1,,,,,,,,,,,,,,,,,0,0,1,2591ab66,50732800,f9936ebe,c0bd8dd3,7e7ccffd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.656103000623161e+18,,,,,False,83d7e626,en,3
50,181,Thu May 18 06:20:00 +00:00 2023,"#Gardasil #HPV vaccine, just another horrible failure.",1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,,1.6590815966060623e+18,,,,,False,d8b9a965,en,1
51,185,Fri Mar 31 01:51:00 +00:00 2023,#vaccines #HPV #CrimesAgainstHumanity #Gardasil #DiedSuddenly,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#vaccines,#HPV,#CrimesAgainstHumanity,#Gardasil,#DiedSuddenly,,,,,,,,,,,,,,,,,,,,1.6416190880438272e+18,,,,,False,b2c0ff79,en,0
52,186,Tue Apr 04 14:24:00 +00:00 2023,Do you have an #HPVvaccine #Gardasil injury story to share? Tell Rep @DonnaHowardTX how #NotExtremelySafe this vax is and urge the TX Higher Ed Cmte to vote ìnoî on #HB989 #txlege,6,631ae441,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,#HPVvaccine,#Gardasil,#NotExtremelySafe,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,1.643258331937624e+18,,,,,True,6c9ebe87,en,12
53,190,Tue Apr 04 13:56:00 +00:00 2023,"#TeamTFVC testimony below ??"" ""#NotExtremelySafe #Gardasil #HB989 #txlege",8,,,,,,,,,,,,,,,,,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#TeamTFVC,#NotExtremelySafe,#Gardasil,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,1.643251113049596e+18,,,,,True,0f3e9762,en,14
54,191,Wed Aug 16 02:36:00 +00:00 2023,"#GARDASIL""@IMSS""instagram.com/reel/CtnZ101sUÖ",2,b0dd47ac,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,,1.6916400047730975e+18,https://www.instagram.com/reel/CtnZ101sUxB/?igshid=MTc4MmM1YmI2Ng==,,,,False,fbb4a026,en,4
55,194,Thu May 18 00:15:00 +00:00 2023,Speaking of Clown World: The @nydems passed @AmyPaulin's bill in the Assembly Health Committee that allows children as young as 9 to get #Gardasil shots without the consent/knowledge of Mom/Dad. The clown even brought her dog to vote on the bill.,0,612dbe1f,563e6d96,,,,,,,,,,,,,,,0,0,0,379ab6cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6589896462216397e+18,,,,,False,ba6d4ff6,en,0
56,196,Tue Apr 04 11:21:00 +00:00 2023,Court Orders Merck to Turn Over Gardasil Adverse Event Databases ï Children's Health Defense #gardasil #AdverseEvents  childrenshealthdefense.org/dÖ,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#gardasil,#AdverseEvents,,,,,,,,,,,,,,,,,,,,,,,1.643212069867606e+18,https://childrenshealthdefense.org/defender/merck-hpv-gardasil-vaccine-adverse-event-database-court/,,,,False,ac2b0611,en,2
57,208,Tue Apr 04 05:36:00 +00:00 2023,"My son at 16 ended up with thyroid and kidney damage from the HPV requiring lifetime treatment and monitoring. Not safe at all!""""#NotExtremelySafe #Gardasil #HB989 #txlege @DonnaHowardTX",5,631ae441,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#NotExtremelySafe,#Gardasil,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,,1.643125260781273e+18,,,,,False,fa529124,en,9
58,210,Tue Apr 04 02:06:00 +00:00 2023,"childrenshealthdefense.org/dÖ """"#gardasil #vaers #vaccineinjuries #merck",0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,#vaers,#vaccineinjuries,#merck,,,,,,,,,,,,,,,,,,,,,1.643072415579398e+18,https://childrenshealthdefense.org/defender/merck-hpv-gardasil-vaccine-adverse-event-database-court/,,,,False,42d0195f,en,1
59,213,Tue Apr 04 01:01:00 +00:00 2023,"According to Donna Howard, thereís absolutely nothing to worry about when it comes to the HPV shot. "" Do you agree? Be sure to let her know in the replies ?? ""#NotExtremelySafe #Gardasil #HB989 #txlege @DonnaHowardTX",15,631ae441,,,,,,,,,,,,,,,,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#NotExtremelySafe,#Gardasil,#HB989,#txlege,,,,,,,,,,,,,,,,,,,,,1.6430562028116705e+18,,,,,True,0f3e9762,en,34
60,214,Mon Mar 27 13:02:00 +00:00 2023,"#HPV can cause cancers to reproductive organs. However, it is preventable with the #Gardasil vaccine. Gardasil is available at doctor's offices and also at the upcoming School Immunization Event for 7th and 12th grade students. For more information, visit nhcgov.com/702/School-Based-Ö",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPV,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6403385975082516e+18,https://www.nhcgov.com/702/School-Based-Services,,,,False,a66cc32d,en,0
61,215,Mon Mar 27 05:34:00 +00:00 2023,"?? ??? ?? ??? ??????? ?? ???""Like ?? Share ??? .....""#cervical #fisioterapia #neckpain #osteopatia #cervicalcancer #backpain #o #doctor #herniadedisco #dolor #medicina #hpv #columna #wellness #cervicalcancerawareness #healthcare #pain  #medicine #gardasil #health #cervica",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#cervical,#fisioterapia,#neckpain,#osteopatia,#cervicalcancer,#backpain,#o,#doctor,#herniadedisco,#dolor,#medicina,#hpv,#columna,#wellness,#cervicalcancerawareness,#healthcare,#pain,#medicine,#gardasil,#health,#cervica,,,,1.640225635736879e+18,,,,,False,2682b4ce,en,0
62,217,Mon Mar 27 05:18:00 +00:00 2023,#Merck & Co. #sued over #Gardasil #HPV #vaccine deceit bit.ly/3oMkfEp bit.ly/3oMkfEp,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck,#sued,#Gardasil,#HPV,#vaccine,,,,,,,,,,,,,,,,,,,,1.6402216395424686e+18,https://bit.ly/3oMkfEp,http://bit.ly/3oMkfEp,,,False,b2d91917,en,0
63,218,Fri Apr 28 20:49:00 +00:00 2023,"Caroline's treatment for cervical cancer post #Gardasil vaccine put her into menopause in her 20s, so she will never be able to have children of her own because her eggs are no longer viable. Read about her HPV lawsuit against Merck wisnerbaum.com/prescription-Ö @rustyrockets @joerogan",3,ac280979,db45a4c3,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6520524739040092e+18,https://www.wisnerbaum.com/prescription-drugs/gardasil-lawsuit/gardasil-injury-cases/#Caroline,,,,False,35be2b85,en,5
64,220,Mon Mar 27 05:18:00 +00:00 2023,#Merck & Co. #sued over #Gardasil #HPV #vaccine deceit bit.ly/3oMkfEp bit.ly/3oMkfEp,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Merck,#sued,#Gardasil,#HPV,#vaccine,,,,,,,,,,,,,,,,,,,,1.6402216194853763e+18,https://bit.ly/3oMkfEp,http://bit.ly/3oMkfEp,,,False,90618d49,en,0
65,221,Wed Apr 26 16:51:00 +00:00 2023,Remember folks! There's a vaccine for this. #Gardasil #HPVvaccine,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#HPVvaccine,,,,,,,,,,,,,,,,,,,,,,,1.6512678293442232e+18,,,,,False,cccb7284,en,1
66,228,Thu Apr 06 21:43:00 +00:00 2023,The judge overseeing the federal #Gardasil #HPV vaccine litigation has ordered #Merck to produce its entire database of Gardasil adverse events to attorneys representing dozens of women and men suing the company for Gardasil induced autoimmune conditions.  bit.ly/3zAwOHc,3,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#Gardasil,#HPV,#Merck,,,,,,,,,,,,,,,,,,,,,,1.6440935570521457e+18,http://bit.ly/3zAwOHc,,,,False,35be2b85,en,7
67,229,Sun Apr 16 19:36:00 +00:00 2023,#hpv #hpvawareness #hpvvaccineeducation #hpvvirus #epochtimes #gardasil #fda #cdc @epochtimes @fda @cdcgov,0,e1eeacef,52ac50b0,62502594,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#hpv,#hpvawareness,#hpvvaccineeducation,#hpvvirus,#epochtimes,#gardasil,#fda,#cdc,,,,,,,,,,,,,,,,,1.647685434024276e+18,,,,,True,f8319d75,en,0
68,234,Sun Apr 16 19:35:00 +00:00 2023,"Episode 90 available now on @spotify "" ""#spotify #90 #ninety #podcast #rbftt #hpv #hpvawareness #hpvvaccineeducation #hpvvirus #epochtimes #gardasil #fda #cdc @epochtimes @fda @cdcgov",0,bdbc227c,e1eeacef,52ac50b0,62502594,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#spotify,#90,#ninety,#podcast,#rbftt,#hpv,#hpvawareness,#hpvvaccineeducation,#hpvvirus,#epochtimes,#gardasil,#fda,#cdc,,,,,,,,,,,,1.6476852565003507e+18,,,,,True,f8319d75,en,0
69,242,Sun Apr 16 13:12:00 +00:00 2023,"Wisner Baum is fighting for young boys and girls who allege in lawsuits that they sustained debilitating side effects from the popular hpv shot, Gardasil. Call us today for a free case evaluation.""#VaccineInjury #Gardasil #HPV""bit.ly/423L0VV",2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#VaccineInjury,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,1.6475886763758305e+18,https://bit.ly/423L0VV,,,,False,35be2b85,en,5
70,251,Sun Jul 23 15:10:00 +00:00 2023,"#SmallSensoryFiberNeuropathy and #POTS also are associated with other vaccines such as†#Gardasil, #Merckís human papillomavirus (#HPV) vaccine.""""#LongVax",0,,,,,,,,,,,,,,,,,0,0,0,b6f52aa5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#SmallSensoryFiberNeuropathy,#POTS,#Merckís,#LongVax,,,,,,,,,,,,,,,,,,,,,1.6831325285242307e+18,,,,,False,125d29b7,en,0
71,252,Mon May 08 23:04:00 +00:00 2023,This is tragic news. So very sad to hear ?? We must #ProtectOurChildren #Gardasil #VaccineGenocide,0,,,,,,,,,,,,,,,,,0,0,0,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#ProtectOurChildren,#Gardasil,#VaccineGenocide,,,,,,,,,,,,,,,,,,,,,,1.655710311771705e+18,,,,,False,2a644b8e,en,1
72,253,Mon May 08 22:27:00 +00:00 2023,"So damn sorry. ""I read about the encephalitis and other maladies that came with the #Gardasil inoculation and both my ex husband and I said no way.""   RIP beautiful girl.",13,,,,,,,,,,,,,,,,,0,0,0,4924cffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6557008728216535e+18,,,,,False,f8b5f23f,en,15
73,254,Mon May 08 18:45:00 +00:00 2023,Some serious injuries from the Gardasil injection | Watch Wisner Baum Attorney Monique Alarcon piped.video/shorts/_oLxJqQLbÖ #Gardasil #Gardasil9 #HPV #hpvvaccine #hpvawareness #lawyer,1,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,#Gardasil9,#HPV,#hpvvaccine,#hpvawareness,#lawyer,,,,,,,,,,,,,,,,,,,1.6556450160633815e+18,https://piped.video/shorts/_oLxJqQLbPw,,,,False,35be2b85,en,4
74,255,Mon May 08 17:05:00 +00:00 2023,"Hey #NY! Red hot action. Call your STATE assemblymember and senator! Oppose Bill A276a, which allows minor to get #Gardasil #shots",8,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,#NY!,#Gardasil,#shots,,,,,,,,,,,,,,,,,,,,,,1.655619920560894e+18,,,,,False,451ea5fa,en,15
75,256,Mon May 08 02:23:00 +00:00 2023,"Young Woman Sues Merckóthe #HPVVaccine Meant to Stop #CervicalCancer, Actually Causes the Disease"" #RightToKnow #InformedConsent #Gardasil ""piped.video/watch?v=_4Zm1qviÖ",1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#HPVVaccine,"#CervicalCancer,",#RightToKnow,#InformedConsent,#Gardasil,,,,,,,,,,,,,,,,,,,,1.6553978971507955e+18,https://piped.video/watch?v=_4Zm1qviqdI,,,,True,2e55b8d9,en,1
76,257,Thu Mar 23 22:11:00 +00:00 2023,"How lovely it is seeing a couple of Barren lesbians plot the sterilization of everyone else. """"#gardasil",1,,,,,,,,,,,,,,,,,0,0,0,a7f714cf,fd9992f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6390269935043584e+18,,,,,False,ab44402f,en,1
77,258,Thu Mar 23 15:36:00 +00:00 2023,"25 Reasons to Avoid #Gardasil"" ""childrenshealthdefense.org/nÖ",1,,,,,,,,,,,,,,,,,0,0,0,80b90cce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6389275958395822e+18,https://childrenshealthdefense.org/news/25-reasons-to-avoid-the-gardasil-vaccine/,,,,False,64837a54,en,1
78,259,Sun Mar 19 20:24:00 +00:00 2023,"If you or someone in your family suffered side effects related to the HPV vaccine, you may be able to pursue legal action in a Gardasil lawsuit.""#VaccineInjury #Gardasil #HPV""bit.ly/423L0VV",4,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#VaccineInjury,#Gardasil,#HPV,,,,,,,,,,,,,,,,,,,,,,1.637550532817748e+18,https://bit.ly/423L0VV,,,,False,35be2b85,en,7
79,270,Sat Jun 17 12:23:00 +00:00 2023,"Someone asked a question on my video about the #HPVVaccine #Gardasil, creating a good jump-off point about #VaccineLawsuit(s) and how adverse events are addressed. #Vaccines #GetVaccinated #SafeAndEffective",4,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#HPVVaccine,"#Gardasil,",#VaccineLawsuit(s),#Vaccines,#GetVaccinated,#SafeAndEffective,,,,,,,,,,,,,,,,,,,1.6700445992832492e+18,,,,,False,9b89ea36,en,6
80,272,Sat Jun 17 02:48:00 +00:00 2023,"Donít let the rainbow fool you. Merck is currently:""1) advocating for multiple doses of #gardasil when one is sufficient2) promoting #molnupiravir despite its ineffectiveness and risks to both patients and global health""3) suing to block #medicare from negotiating drug prices",44,,,,,,,,,,,,,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,#gardasil,#molnupiravir,#medicare,,,,,,,,,,,,,,,,,,,,,,1.6698997824905871e+18,,,,,False,a424ef04,en,59
81,281,Mon Mar 13 19:23:00 +00:00 2023,Reinfocovid #gardasil #Desinformation,21,,,,,,,,,,,,,,,,,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,#gardasil,#Desinformation,,,,,,,,,,,,,,,,,,,,,,,1.6353608412468508e+18,,,,,False,e10b2ad3,en,32
82,284,Fri Feb 17 10:24:00 +00:00 2023,"#HPV #Gardasil""""This book is better researched than the vaccine!",9,,,,,,,,,,,,,,,,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,#HPV,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6265278987306268e+18,,,,,False,90099ae8,en,19
83,285,Thu Feb 09 09:02:00 +00:00 2023,"Stateís hostility on vaccine injury is not confined to Covid† #hpv #gardasil #vaccines ""If you are the parent of a teenage girl, you MUST read this. ""conservativewoman.co.uk/statÖ via @theconwom",0,fc02532b,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#hpv,#gardasil,#vaccines,,,,,,,,,,,,,,,,,,,,,,1.6236082161259315e+18,https://www.conservativewoman.co.uk/states-hostility-on-vaccine-injury-is-not-confined-to-covid/,,,,False,f3068c30,en,0
84,287,Tue Feb 07 22:00:00 +00:00 2023,Concerns of Increased Neurological and Autoimmune Events After HPV Vaccines #Gardasil theepochtimes.com/health/conÖ,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.623079198645682e+18,https://www.theepochtimes.com/health/concerns-of-increased-neurological-and-autoimmune-events-after-hpv-vaccines-large-studies_4983324.html?utm_campaign=socialshare_twitter&utm_source=twitter.com,,,,False,35be2b85,en,3
85,289,Wed Feb 01 17:55:00 +00:00 2023,"In today's Critical Mass: The Third Circuitís talc dismissal is a ësetbackí for some, and a ëmajor victoryí for others. Plus, a science lab whose reports prompted consumer product recalls is under attack. Also: #GARDASIL #OPIOID #NICHOLS at.law.com/5Fddvt?cmp=share_Ö via @lawdotcom",0,a1eecb5a,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#GARDASIL,#OPIOID,#NICHOLS,,,,,,,,,,,,,,,,,,,,,,1.620843415998169e+18,https://at.law.com/5Fddvt?cmp=share_twitter,,,,False,68d4b745,en,1
