,X,created_at,full_text,likes_count,mentioning_users.0,mentioning_users.1,mentioning_users.2,mentioning_users.3,mentioning_users.4,mentioning_users.5,mentioning_users.6,mentioning_users.7,mentioning_users.8,mentioning_users.9,mentioning_users.10,mentioning_users.11,mentioning_users.12,mentioning_users.13,mentioning_users.14,mentioning_users.15,played_count,quotes_count,replies_count,replying_to.0,replying_to.1,replying_to.2,replying_to.3,replying_to.4,replying_to.5,replying_to.6,replying_to.7,replying_to.8,replying_to.9,replying_to.10,replying_to.11,replying_to.12,replying_to.13,replying_to.14,replying_to.15,replying_to.16,replying_to.17,replying_to.18,replying_to.19,replying_to.20,replying_to.21,replying_to.22,replying_to.23,replying_to.24,replying_to.25,replying_to.26,replying_to.27,replying_to.28,replying_to.29,replying_to.30,replying_to.31,replying_to.32,replying_to.33,replying_to.34,replying_to.35,replying_to.36,replying_to.37,replying_to.38,replying_to.39,replying_to.40,replying_to.41,replying_to.42,replying_to.43,replying_to.44,replying_to.45,replying_to.46,replying_to.47,retweeted_by,retweets_count,tweet_hashtags.0,tweet_hashtags.1,tweet_hashtags.2,tweet_hashtags.3,tweet_hashtags.4,tweet_hashtags.5,tweet_hashtags.6,tweet_hashtags.7,tweet_hashtags.8,tweet_hashtags.9,tweet_hashtags.10,tweet_hashtags.11,tweet_hashtags.12,tweet_hashtags.13,tweet_hashtags.14,tweet_hashtags.15,tweet_hashtags.16,tweet_hashtags.17,tweet_hashtags.18,tweet_hashtags.19,tweet_hashtags.20,tweet_hashtags.21,tweet_hashtags.22,tweet_hashtags.23,tweet_id,tweet_links.0,tweet_links.1,tweet_links.2,tweet_links.3,user_is_verified,user_name,language,engagement
44,116,Wed Aug 02 10:14:00 +00:00 2023,Macron veut vacciner les Enfants des FranÁais contre le papillomavirus #Gardasil et ne croyez pas qu'ils ne sont pas au courant des effets secondaires: certain pays ont dÈj‡ le recul sur ce traitement. Et c'est une catastrophe.  Ils savent. Ce sont des criminels #Crimes #children,7,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,#Gardasil,#Crimes,#children,,,,,,,,,,,,,,,,,,,,,,1.68668190380852e+18,,,,,False,af9119e0,fr,11
45,117,Sun May 28 10:23:00 +00:00 2023,"@raoult_didier a eu le mÈrite de promouvoir un traitement prÈcoce. Toutefois, il est  le premier ‡ vouloir ´†punir†ª les rÈticents aux vaccins, que lui prÈconise, comme le #gardasil. Il fait partie du sÈrail scientiste, Cíest 1 loup attaquÈ par des hyËnes piped.video/zAampntyD6k",3,acfe9c7d,,,,,,,,,,,,,,,,0,0,2,a850ef75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.6627665236460913e+18,https://piped.video/zAampntyD6k,,,,False,5e6f118a,fr,6
46,119,Sat Jul 15 16:30:00 +00:00 2023,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,2,eee6aec2,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,,1.6802534076494643e+18,https://pgibertie.com/2023/07/13/danger-pour-les-ados-a-la-rentree-2023-le-gouvernement-pousse-a-la-vaccination-contre-le-papillomavirus-gardasil-vaccin-dangereux-et-inefficace-qui-favorise-de-nouveaux-virus/,,,,False,56c8591e,fr,2
47,121,Tue May 02 02:37:00 +00:00 2023,"Jíai envie de dire : le mal est fait: 80% de franÁais:†ª tous vaccinÈs , tous pas protÈgÈs†ª, que #pfizer fasse un vaccin qui ne vaccine pas car il nía jamais ÈtÈ testÈ sur la transmission,Áa ne vous choque pas?JíespËre que vous parlerez du #gardasil que #macron vend aux enfants",1,,,,,,,,,,,,,,,,,0,0,1,2f396ad6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#pfizer,#gardasil,#macron,,,,,,,,,,,,,,,,,,,,,,1.6532272292272412e+18,,,,,False,77dc7e9a,fr,4
48,122,Fri Aug 18 10:55:00 +00:00 2023,"Une experte mondialement reconnue par #BigPharma parle du #Gardasil #Merck #peur #manipulation sur l'infime... ! ""Bravo ! ??Et les #effetssecondaires graves, LCP n'en parle pas !?! ??? #crime #gÈnocide #cancer #mensonge #enfant#Macron #destitution""#justice #Nuremberg2 ! ???",5,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#BigPharma,#Gardasil,#Merck,#peur,#manipulation,#effetssecondaires,#crime,#gÈnocide,#cancer,#mensonge,#enfant,#Macron,#destitution,#justice,#Nuremberg2,,,,,,,,,,1.692490303125488e+18,,,,,False,4ec31234,fr,6
49,123,Tue Apr 04 20:44:00 +00:00 2023,Attention au #Gardasil,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6433539098708746e+18,,,,,False,45c8954b,fr,0
50,125,Fri Mar 31 21:38:00 +00:00 2023,ProtÈgeons nos enfants #gardasil = poison ??,1,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6419178159668183e+18,,,,,False,48185489,fr,2
51,127,Wed Mar 29 12:27:00 +00:00 2023,"Macron vient de dÈclarer des contre-vÈritÈs flagrantes dans un collËge. Comment ses conseillers peuvent-ils le tromper ‡ ce point et lui cacher les rÈsultats inquiÈtants de cette vaccination ?""#Gardasil #HPV #papillomavirus #vaccins #Merck ""reseauinternational.net/le-gÖ",13,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,#Gardasil,#HPV,#papillomavirus,#vaccins,#Merck,,,,,,,,,,,,,,,,,,,,1.641054569999245e+18,https://reseauinternational.net/le-gardasil-nest-pas-efficace-contre-le-cancer-et-non-denue-deffets-secondaires/,,,,False,ad8e768d,fr,26
52,128,Tue Aug 22 02:32:00 +00:00 2023,"Big pharma a rÈussi ‡ ce que des parents vaccinent leurs garÁons au #gardasil pour Èviter un cancer du col de líutÈrus, alors quíils níont pas de vaginÖAh oui! Ils risquent un cancer de líanus et ce sont bien fait enculer, Áa cíest s˚r ! ??",0,,,,,,,,,,,,,,,,,0,0,0,a7eaf53b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6938132422025585e+18,,,,,False,77dc7e9a,fr,0
53,131,Mon Jul 17 15:06:00 +00:00 2023,"#soutien ‡ toutes les #victimes de #Gardasil """"#Protegeonsnosenfants",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#soutien,#victimes,#Gardasil,#Protegeonsnosenfants,,,,,,,,,,,,,,,,,,,,,1.6809571860406436e+18,,,,,False,05ea71fe,fr,0
54,133,Tue Jul 11 16:36:00 +00:00 2023,"merci d'Ètayer votre argument et fournir votre identitÈ !""""La publicitÈ du #GARDASIL est interdite !",0,,,,,,,,,,,,,,,,,0,0,1,57e76f39,e74fe1cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,,1.678805431987077e+18,,,,,False,a7587ab3,fr,1
55,136,Thu Jul 13 21:26:00 +00:00 2023,"Danger pour les ados ‡ la rentrÈe 2023 ! ""Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil), vaccin dangereux et inefficace qui favorise de nouveaux†virus Ö""pgibertie.com/2023/07/13/danÖ",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,,1.6796032137905027e+18,https://pgibertie.com/2023/07/13/danger-pour-les-ados-a-la-rentree-2023-le-gouvernement-pousse-a-la-vaccination-contre-le-papillomavirus-gardasil-vaccin-dangereux-et-inefficace-qui-favorise-de-nouveaux-virus/,,,,False,cd708d76,fr,0
56,138,Sun Apr 02 16:42:00 +00:00 2023,"Qui mettra en Garde contre les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) :Effets secondaires graves causÈs par les adjuvants""Contre le #Gardasil :DÈcËset effets secondaires graves""ArrÍt immÈdiat par Certains pays",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6425681602167726e+18,,,,,False,87d7af5f,fr,0
57,139,Mon Jul 17 14:47:00 +00:00 2023,#Gardasil poiZon si vous tenez ‡ la santÈ de vos enfants rÈflÈchissez bien avant de prendre une dÈcision qui pourrait leur Ítre fatale,2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6809522496592934e+18,,,,,False,f0dad914,fr,5
58,141,Sun Jul 09 08:32:00 +00:00 2023,Puis surtout avec les procËs en cours aux USA notamment sur le #Gardasil ... «a pose aucun problËme ??,12,,,,,,,,,,,,,,,,,0,0,0,abd0d0bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6779587952872486e+18,,,,,False,c23f31ce,fr,14
59,142,Sat Apr 22 08:29:00 +00:00 2023,"C'est exactement l'objectif de #Macron qui a fait euthanasier les seniors en #EHPAD au #Rivotril, qui veut piquer nos enfants au #Gardasil pendant que des personnes en attente de soins dÈcËdent sur des brancards en attente aux urgences, faute de personnels #suspendus pour les prendre en charge.""Quand un animal a des plumes de canard, un bec de canard, des ailes de canard  on dit que c'est un canard.""Cela fonctionne aussi pour un #assassin",1,,,,,,,,,,,,,,,,,0,0,1,7672b39a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Macron,#EHPAD,"#Rivotril,",#Gardasil,#suspendus,#assassin,,,,,,,,,,,,,,,,,,,1.649691837018538e+18,,,,,False,54789adb,fr,2
60,145,Thu May 18 09:58:00 +00:00 2023,Le #gardasil et tous  les vaccins sont toxiques,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6591363804112323e+18,,,,,True,2a11006c,fr,0
61,146,Wed Aug 16 21:26:00 +00:00 2023,On va tous mourrrrriiiiiiiiiiiiiiiiiiiiiiiiiir ! A moins de vous faire vacciner pour 450Ä de shoots et engraisser Big Pharma. Vive le #Gardasil. Merci au Monde pour sa pub gratuite.,296,,,,,,,,,,,,,,,,,0,1,9,298b2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,#Gardasil.,,,,,,,,,,,,,,,,,,,,,,,,1.6919245374812326e+18,,,,,True,8927b614,fr,349
62,148,Sat Jul 15 16:19:00 +00:00 2023,"Cíest vrai, mais timorÈ quand mÍme, ‡ líEurope ce níest pas @ManonAubryFr quíon entend se bagarrer contre #Pfizer . Or cíest la mËre des batailles. Un jeune va chez le mÈdecin, il a affaire ‡ un vrp des labos qui essaye de lui fourguer le #gardasil Ö et ce níest que le dÈbut.",1,3e27a758,,,,,,,,,,,,,,,,0,0,1,cc7308d6,af97d899,303a46bd,be9882b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Pfizer,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6802508565815214e+18,,,,,False,e000aacb,fr,2
63,149,Sun May 28 07:13:00 +00:00 2023,Ni les garÁons ni les filles #Gardasil #GARDASIL poiZon,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,1.6627187283314606e+18,,,,,False,f0dad914,fr,0
64,151,Wed Mar 29 07:28:00 +00:00 2023,"Les vaccins COVID-19 encore plus dangereux""Les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) effets secondaires graves causÈs par les adjuvants#Gardasil dÈcËs et effets secondaires graves""RaphaÎl Cohen a dÈposÈ une plainte pour crimes contre l'humanitÈ ‡ la CPI",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6409792837104515e+18,,,,,False,87d7af5f,fr,1
65,155,Fri Apr 14 07:59:00 +00:00 2023,"Sur le Gardasil ! Emission d'intÈrÍt publique ! A regarder et diffuser largement. ProtÈgez vos enfants.""""#gardasil #toxicitÈ #junkscience #inefficacitÈ #conflitsinteret",435,,,,,,,,,,,,,,,,,0,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,#gardasil,#toxicitÈ,#junkscience,#inefficacitÈ,#conflitsinteret,,,,,,,,,,,,,,,,,,,,1.6467853064509683e+18,,,,,False,9770592c,fr,771
66,156,Tue Aug 08 12:17:00 +00:00 2023,"Attention ñ  Ne pas vacciner votre fille avant díavoir vu cette enquÍte de France 5. La rÈalitÈ derriËre les campagnes planÈtaires pour faire peur et convaincre quíon va ´Èviter un cancerª par ce vaccin.""#bigpharma #corruption #Gardasil #Merck #vaccins ""reseauinternational.net/gardÖ",17,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,#bigpharma,#corruption,#Gardasil,#Merck,#vaccins,,,,,,,,,,,,,,,,,,,,1.6888871871257843e+18,https://reseauinternational.net/gardasil-danger-a-voir-absolument-avant-de-se-faire-vacciner/,,,,False,ad8e768d,fr,35
67,159,Sat Apr 08 13:08:00 +00:00 2023,"Un tribunal de Caroline du Nord ordonne ‡ #Merck de remettre aux plaignants toutes ses donnÈes sur les effets indÈsirables du #Gardasil (dÈcision du 20 mars 2023). Il serait bon de les analyser avant d'injecter en masse. """"childrenshealthdefense.org/dÖ",4,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,#Merck,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.644688632870228e+18,https://childrenshealthdefense.org/defender/un-tribunal-ordonne-a-merck-de-lui-remettre-ses-bases-de-donnees-sur-les-effets-indesirables-du-gardasil/?lang=fr&utm,,,,False,b522e9e0,fr,7
68,164,Fri Jul 07 17:47:00 +00:00 2023,"Directeurs d'Ètablissements scolaires, infirmiers, infirmiËres scolaires, nous vous recommandons cet ouvrage de @NicoleDelepine avant de vous rendre complices !""""#Gardasil #HPV #EffetsSecondaires",184,930d0858,,,,,,,,,,,,,,,,0,1,3,a7587ab3,61dce985,252b0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,#Gardasil,#HPV,#EffetsSecondaires,,,,,,,,,,,,,,,,,,,,,,1.677373670145286e+18,,,,,False,a7587ab3,fr,389
69,166,Mon Mar 27 21:51:00 +00:00 2023,#poison #gardasil Ö infanticides en cours ! StÈrilisations in progress handicaps ‡ gogo et dÈcËs rapides ! Les parents ? Vous vous rÈveillez ? @AssociationPEC @ALnpvl,2,a7587ab3,a48203ee,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#poison,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6404716475589632e+18,,,,,False,c3a6efb1,fr,2
70,170,Sun May 28 07:08:00 +00:00 2023,Ni les garÁons ni les filles #Gardasil #GARDASIL poiZon,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#GARDASIL,,,,,,,,,,,,,,,,,,,,,,,1.662717524906066e+18,,,,,False,f0dad914,fr,0
71,172,Thu May 04 11:59:00 +00:00 2023,"Penchez vous Ègalement sur la maniËre dont Xavier Bertrand dÈcidait seul, sans attendre l'avis de l'HAS ou du CTV, du remboursement de mÈdicaments ou de vaccins, quand il Ètait ministre de la santÈ de Sarkozy...""""#Gardasil #Mediator",5,,,,,,,,,,,,,,,,,0,0,1,f3899635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#Mediator,,,,,,,,,,,,,,,,,,,,,,,1.6540933934447124e+18,,,,,False,75df722e,fr,6
72,173,Wed Mar 29 06:36:00 +00:00 2023,depeches-citoyennes.fr/2023/Ö @aimsib @UnionMarche @MARTIGNONCHRIS1 @den_pero @LangNevine @AssociationPEC #parents #gardasil #papillomavirus #vÈritÈ @ALnpvl,0,d5aa46be,66eae452,b482af62,5192787a,f36320ae,a7587ab3,a48203ee,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#parents,#gardasil,#papillomavirus,#vÈritÈ,,,,,,,,,,,,,,,,,,,,,1.6409661781169723e+18,https://depeches-citoyennes.fr/2023/03/gardasil-ou-comment-steriliser-votre-enfants.html,,,,False,e24c876d,fr,0
73,179,Fri Aug 18 03:02:00 +00:00 2023,"#Gardasil RÈflÈchissez, cherchez. Vous n'avez pas le droit d'avoir la flemme, pour vos enfants....",2,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6923712633925184e+18,,,,,False,4e5d74e6,fr,3
74,180,Tue Aug 08 07:41:00 +00:00 2023,"Covid 19 effets secondaires graves""11vaccins obligatoires pour les nourrissons Effets secondaires graves causÈs par les adjuvants""#Gardasil provoque des effets secondaires.",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6888175771270144e+18,,,,,False,87d7af5f,fr,0
75,182,Fri Apr 14 07:43:00 +00:00 2023,"CSI n∞99 : Surya Arby 13/04/2023 vaccins anti HPV, synthËse des donnÈes mises ‡ jour""vaccins anti HPV ( #Gardasil ) ""crowdbunker.com/v/2Czfyu1J",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6467812364996892e+18,https://crowdbunker.com/v/2Czfyu1J,,,,True,620a3023,fr,0
76,183,Wed Aug 16 07:55:00 +00:00 2023,"Cíest díautant plus suspect : pourquoi níen a tíelle pas parlÈ en mÍme temps que Martine #wonner?Dire une vÈritÈ deux ans aprËs les sonneurs díalerte, cíest long. Son combat est de protÈger les enfants : a t elle dit une seule fois de ne pas vacciner les enfants au #gardasil?",0,,,,,,,,,,,,,,,,,0,0,1,669e87c7,3d2887bd,5a29f7ec,6c8c2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#wonner?Dire,#gardasil?,,,,,,,,,,,,,,,,,,,,,,,1.6917203153263987e+18,,,,,False,77dc7e9a,fr,1
77,184,Mon Mar 27 20:52:00 +00:00 2023,"Ils Savaient !!  que les"""""""" vaccins """"""""faisaient du mal aux gens, mais n'ont rien dit....""Pour les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) provoquent des effets secondaires graves causÈs par les adjuvants""Le #Gardasil provoque des dÈcËs et effets secondaires..",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,,1.6404567013034844e+18,,,,,False,87d7af5f,fr,0
78,188,Sat Jul 15 09:48:00 +00:00 2023,"Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus pgibertie.com/2023/07/13/danÖ via @GibertiePatrice "" ""Retweeter massivement, merci.",0,eee6aec2,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,,1.6801523809380227e+18,https://pgibertie.com/2023/07/13/danger-pour-les-ados-a-la-rentree-2023-le-gouvernement-pousse-a-la-vaccination-contre-le-papillomavirus-gardasil-vaccin-dangereux-et-inefficace-qui-favorise-de-nouveaux-virus/,,,,False,0df798e2,fr,1
79,192,Fri Mar 31 00:22:00 +00:00 2023,"Le #CrimineldEtat #Macron fait dÈsormais tirer sur les #enfants aprËs avoir voulu les piquer au #Gardasil""@amnestyfrance @washingtonpost @tdgch @NYTupdates ""@UPR_Asselineau",0,cb6fa865,0c9c9500,60ee4718,c2ac12a4,2e029f7a,,,,,,,,,,,,0,0,0,94eaf4db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#CrimineldEtat,#Macron,#enfants,#Gardasil,,,,,,,,,,,,,,,,,,,,,1.6415968686552963e+18,,,,,False,54789adb,fr,0
80,197,Thu Jul 13 18:29:00 +00:00 2023,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus | LE BLOG DE PATRICE GIBERTIE pgibertie.com/2023/07/13/danÖ,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#papillomavirus,,,,,,,,,,,,,,,,,,,,,,,,1.679558809818112e+18,https://pgibertie.com/2023/07/13/danger-pour-les-ados-a-la-rentree-2023-le-gouvernement-pousse-a-la-vaccination-contre-le-papillomavirus-gardasil-vaccin-dangereux-et-inefficace-qui-favorise-de-nouveaux-virus/,,,,True,c0e9cf20,fr,1
81,198,Mon Mar 27 19:42:00 +00:00 2023,"????????????""Un condensÈ de la doxa !#Gardasil #LGBTQ #Vaccin ""Et tout Áa au nom du bien !",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Gardasil,#LGBTQ,#Vaccin,,,,,,,,,,,,,,,,,,,,,,1.6404390437450179e+18,,,,,False,7dda4107,fr,0
82,200,Fri Jul 07 17:22:00 +00:00 2023,"Pareil que pendant la pandÈmie, mÍme dilemme ‡ prÈvoir : injectÈ ou ÈjectÈ ?"" ""#Vaccin #Gardasil",0,,,,,,,,,,,,,,,,,0,0,0,257b524a,2a034c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#Vaccin,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.677367425975607e+18,,,,,True,226efba5,fr,0
83,202,Tue Apr 04 09:41:00 +00:00 2023,"#Gardasil ""Le tribunal ordonne ‡ Merck de remettre les bases de donnÈes d'ÈvÈnements indÈsirables Gardasil Un tribunal de district de Caroline du Nord a ordonnÈ au gÈant pharmaceutique Merck de remettre toutes ses bases de donnÈes d'ÈvÈnements indÈsirables Gardasil aux plaignants poursuivant le gÈant pharmaceutique pour des blessures prÈtendument causÈes par le vaccin contre le VPH. [...] Les bases de donnÈes, qui comprennent des informations provenant du systËme de notification et d'examen des ÈvÈnements indÈsirables de Merck (MARRS) - la version de Merck du systËme de notification des ÈvÈnements indÈsirables liÈs aux vaccins ( VAERS ) - devraient contenir tous les rapports relatifs aux ÈvÈnements indÈsirables du Gardasil soumis par les mÈdecins, les patients et les publications. , a dÈclarÈ l'avocat des plaignants Michael Baum ‡ The Defender . ""#Merck a jusqu'‡ prÈsent refusÈ de mettre l'intÈgralitÈ des bases de donnÈes MARRS ‡ la disposition des avocats des plaignants."""""""""" ""childrenshealthdefense.org/dÖ",132,,,,,,,,,,,,,,,,,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,#Gardasil,#Merck,,,,,,,,,,,,,,,,,,,,,,,1.6431870808921495e+18,https://childrenshealthdefense.org/defender/merck-hpv-gardasil-vaccine-adverse-event-database-court,,,,True,fb9cc2e4,fr,214
84,207,Fri Jul 07 15:45:00 +00:00 2023,"Super ??""A l'occasion @le_Parisien vous mentionnerez les nombreux procËs en cours aux USA concernant le #Gardasil, notamment pour les effets secondaires qui n'existent pas mais qui pourtant ont des consÈquences lÈtales.... ??#GardasilGate""#VaccinesSideEffects ....",9,97f1d7d6,,,,,,,,,,,,,,,,0,0,0,97f1d7d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"#Gardasil,",#GardasilGate,#VaccinesSideEffects,,,,,,,,,,,,,,,,,,,,,,1.6773430003876247e+18,,,,,False,c23f31ce,fr,10
85,212,Mon Mar 27 14:29:00 +00:00 2023,"La meilleure explication du neuneu @LMucchielli. Cascade sans trucage, c'est un vrai schÈma pour expliquer le vaccin Covid.  De plus, il est un vrai expert de PMU, il frÈquente les spaces de @Resistance_SM,  ca vraie place. Alors son avis,c'est de la ??  """"#antivax #Gardasil",14,32f667c9,abd0d0bf,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,#antivax,#Gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6403603205510715e+18,,,,,False,9a77f27d,fr,15
86,222,Wed Apr 12 20:26:00 +00:00 2023,"odysee.com/@zhusimaji.vog:d/Ö""""#macron en train de promouvoir ce vaccin #gardasil aux enfants. Il est important de regarder cette vidÈo avant de prendre la dÈcision gettr.com/post/p2e7mza11c8",0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,#macron,#gardasil,,,,,,,,,,,,,,,,,,,,,,,1.6462485545774244e+18,https://odysee.com/@zhusimaji.vog:d/FR-The-Vaccinated-Girls---Sick-and-Betrayed-%28English-Sub%29.mp4:1,https://gettr.com/post/p2e7mza11c8,,,False,d74db437,fr,0
